name,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,target
CPP_positive_54,0.2,0.0,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0666666666666666,1
CPP_positive_55,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.15,0.2,0.0,0.05,0.05,0.0,0.1,0.05,0.1,0.0,0.05,0.05,1
CPP_positive_56,0.0,0.0588235294117647,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.0,0.6470588235294118,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,1
CPP_positive_57,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0833333333333333,0.375,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,0.0,1
CPP_positive_58,0.0,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,1
CPP_positive_59,0.1739130434782608,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0869565217391304,0.0869565217391304,0.1739130434782608,0.0,0.0434782608695652,0.0,0.0434782608695652,0.217391304347826,0.0,0.0,0.0434782608695652,0.0869565217391304,0.0,1
CPP_positive_60,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0,0.1666666666666666,1
CPP_positive_61,0.1481481481481481,0.0,0.0,0.0,0.074074074074074,0.1851851851851851,0.0,0.0,0.1481481481481481,0.1111111111111111,0.037037037037037,0.0,0.037037037037037,0.037037037037037,0.037037037037037,0.074074074074074,0.037037037037037,0.037037037037037,0.037037037037037,0.0,1
CPP_positive_62,0.0588235294117647,0.1764705882352941,0.0,0.0,0.0,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941176470588235,0.1764705882352941,0.0,0.0,0.0,0.0,1
CPP_positive_63,0.12,0.12,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.4,0.04,0.0,0.0,0.0,0.0,1
CPP_positive_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0555555555555555,0.0,1
CPP_positive_65,0.04,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.16,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1
CPP_positive_66,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.25,0.0,0.1666666666666666,0.0833333333333333,0.0,0.25,0.0833333333333333,0.0,0.0,0.0,0.0,1
CPP_positive_67,0.0,0.0526315789473684,0.0,0.2631578947368421,0.0,0.0526315789473684,0.0,0.0,0.0,0.2105263157894736,0.0,0.0,0.0,0.0,0.4210526315789473,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.25,0.1666666666666666,0.0,0.0,0.0,0.0,1
CPP_positive_69,0.0434782608695652,0.0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.0,0.0,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.217391304347826,0.0869565217391304,0.0,0.0,1
CPP_positive_70,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.1875,0.0,0.0625,0.0625,0.1875,0.0625,0.1875,0.0,0.0,0.0,0.125,0.0,1
CPP_positive_71,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,1
CPP_positive_72,0.2083333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,0.0,0.0416666666666666,0.0,0.0,0.0833333333333333,0.0,0.0416666666666666,0.0416666666666666,0.0,0.125,0.2083333333333333,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0,1
CPP_positive_73,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,1
CPP_positive_74,0.0,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0,0.5333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_75,0.2272727272727272,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.4545454545454545,0.0909090909090909,0.0,0.0,0.0,0.0,1
CPP_positive_76,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_77,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0769230769230769,0.0,0.0,0.0,0.1538461538461538,0.2307692307692307,0.0,0.0,0.1538461538461538,0.0,1
CPP_positive_78,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,1
CPP_positive_79,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_80,0.1666666666666666,0.0,0.0833333333333333,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,1
CPP_positive_81,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.1666666666666666,0.1,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0333333333333333,0.1,0.0,0.1333333333333333,0.0666666666666666,0.0,1
CPP_positive_82,0.0625,0.0,0.0,0.0,0.0,0.1875,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0625,0.4375,0.0625,0.0,0.0,0.0,0.0,1
CPP_positive_83,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1
CPP_positive_84,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.2592592592592592,0.3703703703703703,0.0,0.0,0.0,0.037037037037037,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_85,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.2727272727272727,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,1
CPP_positive_86,0.0526315789473684,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.1578947368421052,0.0,0.0526315789473684,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,0.0,0.0526315789473684,0.0,1
CPP_positive_87,0.1904761904761904,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0952380952380952,0.1904761904761904,0.238095238095238,0.0,0.0952380952380952,0.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0476190476190476,0.0,1
CPP_positive_88,0.04,0.12,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.24,0.0,0.0,0.0,0.0,1
CPP_positive_89,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.5,0.0555555555555555,0.0,0.0,0.0,0.0,1
CPP_positive_90,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_91,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.12,0.36,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_92,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0833333333333333,0.25,0.0,0.0,0.0833333333333333,1
CPP_positive_93,0.1111111111111111,0.037037037037037,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1481481481481481,0.1481481481481481,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.037037037037037,0.0,0.1851851851851851,0.1481481481481481,0.0,1
CPP_positive_94,0.0,0.0,0.0,0.08,0.28,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.08,0.0,0.0,0.0,1
CPP_positive_95,0.2,0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.4,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0833333333333333,0.3333333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,1
CPP_positive_97,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0833333333333333,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,1
CPP_positive_98,0.0,0.0,0.0,0.0,0.3571428571428571,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.0,0.2857142857142857,0.0,0.0714285714285714,0.0,0.0,0.0,1
CPP_positive_99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.0,0.0,1
CPP_positive_100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_101,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,1
CPP_positive_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333,1
CPP_positive_103,0.0909090909090909,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_104,0.4,0.0333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0333333333333333,0.0,0.2333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,1
CPP_positive_105,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.4210526315789473,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_106,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_107,0.0,0.04,0.0,0.0,0.04,0.08,0.0,0.08,0.16,0.04,0.04,0.04,0.0,0.08,0.36,0.0,0.0,0.0,0.04,0.0,1
CPP_positive_108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.25,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_109,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0769230769230769,0.0,0.0,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,1
CPP_positive_110,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0,1
CPP_positive_111,0.0,0.0588235294117647,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_112,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.25,0.0,0.0625,0.0625,0.0,0.125,0.1875,0.0,0.0,0.0,0.125,0.0,1
CPP_positive_113,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,0.0,1
CPP_positive_114,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.05,0.3,0.05,0.0,0.1,0.05,0.1,1
