name,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3,target
CPP_positive_11,0.5625,0.25,0.1875,0.25,0.5625,0.1875,0.8125,0.0,0.1875,0.125,0.6875,0.1875,0.75,0.1875,0.0625,0.5625,0.25,0.1875,0.625,0.125,0.25,0.25,0.25,0.5,0.1875,0.25,0.5625,0.25,0.25,0.5,0.5,0.5,0.0,0.75,0.0625,0.1875,0.375,0.5625,0.0625,1
CPP_positive_12,0.5185185185185185,0.1481481481481481,0.3333333333333333,0.2592592592592592,0.4074074074074074,0.3333333333333333,0.4814814814814814,0.1851851851851851,0.3333333333333334,0.3703703703703703,0.2962962962962963,0.3333333333333333,0.5925925925925926,0.3333333333333333,0.0740740740740741,0.5185185185185185,0.1481481481481481,0.3333333333333333,0.4814814814814814,0.1111111111111111,0.4074074074074075,0.1481481481481481,0.4814814814814814,0.3703703703703704,0.3333333333333333,0.1481481481481481,0.5185185185185186,0.1481481481481481,0.4814814814814814,0.3703703703703704,0.3333333333333333,0.5185185185185185,0.1481481481481482,0.8148148148148148,0.074074074074074,0.1111111111111111,0.4814814814814814,0.5185185185185185,1.1102230246251563e-16,1
CPP_positive_13,0.7,0.1,0.2,0.5,0.3,0.2,0.7,0.2,0.1,0.6,0.1,0.3,0.7,0.1,0.2,0.8,0.1,0.0999999999999999,0.4,0.3,0.3,0.1,0.5,0.4,0.3,0.0,0.7,0.0,0.6,0.4,0.2,0.8,0.0,0.4,0.3,0.3,0.2,0.7,0.1,1
CPP_positive_14,0.6,0.2,0.2,0.2333333333333333,0.6333333333333333,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.1333333333333333,0.4333333333333333,0.3666666666666666,0.2,0.7333333333333333,0.2,0.0666666666666667,0.6666666666666666,0.1333333333333333,0.2,0.6333333333333333,0.1,0.2666666666666667,0.2666666666666666,0.2,0.5333333333333334,0.2,0.1666666666666666,0.6333333333333334,0.2,0.2666666666666666,0.5333333333333334,0.4666666666666667,0.4666666666666667,0.0666666666666666,0.6666666666666666,0.1666666666666666,0.1666666666666667,0.2666666666666666,0.6,0.1333333333333334,1
CPP_positive_15,0.75,0.25,0.0,0.375,0.625,0.0,0.625,0.375,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.75,0.25,0.0,0.75,0.0,0.25,0.25,0.375,0.375,0.0,0.25,0.75,0.25,0.375,0.375,0.375,0.25,0.375,1.0,0.0,0.0,0.25,0.75,0.0,1
CPP_positive_16,0.5666666666666667,0.2333333333333333,0.2,0.2,0.6666666666666666,0.1333333333333334,0.6333333333333333,0.2333333333333333,0.1333333333333333,0.3333333333333333,0.4666666666666667,0.2,0.6666666666666666,0.2,0.1333333333333333,0.5666666666666667,0.2333333333333333,0.2,0.6,0.0666666666666666,0.3333333333333333,0.2666666666666666,0.2333333333333333,0.5,0.2,0.2333333333333333,0.5666666666666667,0.2333333333333333,0.2666666666666666,0.4999999999999999,0.4666666666666667,0.4666666666666667,0.0666666666666666,0.7333333333333333,0.1333333333333333,0.1333333333333334,0.3333333333333333,0.5666666666666667,0.1,1
CPP_positive_17,0.1666666666666666,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.4166666666666667,0.25,0.3333333333333332,0.25,0.25,0.5,0.5,0.5,0.0,0.3333333333333333,0.25,0.4166666666666667,0.25,0.25,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.5,0.3333333333333333,0.1666666666666666,0.25,0.4166666666666667,0.3333333333333333,0.0833333333333333,0.9166666666666666,0.0,0.5,0.1666666666666666,0.3333333333333333,0.4166666666666667,0.1666666666666666,0.4166666666666666,1
CPP_positive_18,0.8181818181818182,0.0909090909090909,0.0909090909090908,0.3636363636363636,0.5454545454545454,0.0909090909090909,0.5454545454545454,0.3636363636363636,0.0909090909090909,0.7272727272727273,0.1818181818181818,0.0909090909090908,0.9090909090909092,0.0909090909090909,2.775557561562892e-17,0.8181818181818182,0.0909090909090909,0.0909090909090908,0.9090909090909092,0.0,0.0909090909090909,0.0909090909090909,0.3636363636363636,0.5454545454545454,0.0909090909090909,0.0909090909090909,0.8181818181818181,0.0909090909090909,0.3636363636363636,0.5454545454545454,0.5454545454545454,0.3636363636363636,0.0909090909090909,0.9090909090909092,0.0,0.0909090909090909,0.0909090909090909,0.8181818181818182,0.0909090909090908,1
CPP_positive_19,0.4666666666666667,0.2666666666666666,0.2666666666666666,0.4,0.4666666666666667,0.1333333333333333,0.7333333333333333,0.1333333333333333,0.1333333333333334,0.3333333333333333,0.4,0.2666666666666667,0.7333333333333333,0.0666666666666666,0.2,0.4666666666666667,0.2666666666666666,0.2666666666666666,0.5333333333333333,0.2,0.2666666666666666,0.3333333333333333,0.2666666666666666,0.4000000000000001,0.2666666666666666,0.2666666666666666,0.4666666666666667,0.2666666666666666,0.3333333333333333,0.4000000000000001,0.3333333333333333,0.6666666666666666,1.1102230246251563e-16,0.4,0.3333333333333333,0.2666666666666666,0.3333333333333333,0.4666666666666667,0.2,1
CPP_positive_20,0.35,0.05,0.6,0.0,0.35,0.65,0.2,0.35,0.45,0.35,0.0,0.65,0.35,0.45,0.2,0.4,0.2,0.3999999999999999,0.35,0.0,0.65,0.0,0.4,0.6,0.65,0.0,0.35,0.0,0.4,0.6,0.35,0.65,0.0,0.75,0.25,0.0,0.6,0.35,0.05,1
CPP_positive_21,0.4210526315789473,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.3684210526315789,0.368421052631579,0.4210526315789473,0.2105263157894736,0.368421052631579,0.4736842105263157,0.2105263157894736,0.3157894736842106,0.6842105263157895,0.1052631578947368,0.2105263157894736,0.5263157894736842,0.1578947368421052,0.3157894736842105,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.4210526315789474,0.3157894736842105,0.2631578947368421,0.4210526315789474,0.1578947368421052,0.4210526315789473,0.4210526315789473,0.3157894736842105,0.6842105263157895,0.0,0.4210526315789473,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.4210526315789473,0.2105263157894736,1
CPP_positive_22,0.625,0.3125,0.0625,0.1875,0.6875,0.125,0.6875,0.1875,0.125,0.375,0.5625,0.0625,0.8125,0.125,0.0625,0.75,0.1875,0.0625,0.625,0.1875,0.1875,0.375,0.125,0.5,0.0625,0.3125,0.625,0.1875,0.3125,0.5,0.5,0.5,0.0,0.75,0.0625,0.1875,0.25,0.625,0.125,1
CPP_positive_23,0.3529411764705882,0.4705882352941176,0.176470588235294,0.4117647058823529,0.5882352941176471,0.0,0.8235294117647058,0.1764705882352941,2.775557561562892e-17,0.0,0.8235294117647058,0.1764705882352941,0.7647058823529411,0.0588235294117647,0.1764705882352941,0.3529411764705882,0.4705882352941176,0.176470588235294,0.3529411764705882,0.4117647058823529,0.2352941176470587,0.6470588235294118,0.0,0.3529411764705882,0.1764705882352941,0.4705882352941176,0.3529411764705882,0.4705882352941176,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.6470588235294118,-1.1102230246251563e-16,0.4117647058823529,0.1764705882352941,0.4117647058823529,0.6470588235294118,0.3529411764705882,-5.551115123125783e-17,1
CPP_positive_24,0.2666666666666666,0.4666666666666667,0.2666666666666667,0.2666666666666666,0.4,0.3333333333333333,0.7333333333333333,0.0666666666666666,0.2,0.2666666666666666,0.4,0.3333333333333333,0.6,0.2666666666666666,0.1333333333333333,0.4,0.4666666666666667,0.1333333333333333,0.3333333333333333,0.2666666666666666,0.4000000000000001,0.4,0.0666666666666666,0.5333333333333333,0.3333333333333333,0.4,0.2666666666666667,0.3333333333333333,0.1333333333333333,0.5333333333333334,0.2666666666666666,0.7333333333333333,1.1102230246251563e-16,0.4666666666666667,0.3333333333333333,0.2,0.3333333333333333,0.2666666666666666,0.4000000000000001,1
CPP_positive_25,0.6470588235294118,0.2941176470588235,0.0588235294117646,0.3529411764705882,0.5882352941176471,0.0588235294117646,0.6470588235294118,0.2941176470588235,0.0588235294117646,0.5882352941176471,0.3529411764705882,0.0588235294117646,0.8823529411764706,0.1176470588235294,2.775557561562892e-17,0.6470588235294118,0.2941176470588235,0.0588235294117646,0.7647058823529411,0.1176470588235294,0.1176470588235294,0.2941176470588235,0.1764705882352941,0.5294117647058822,0.0588235294117647,0.2941176470588235,0.6470588235294117,0.2941176470588235,0.1764705882352941,0.5294117647058822,0.5294117647058824,0.4117647058823529,0.0588235294117647,0.7058823529411765,0.0,0.2941176470588235,0.1764705882352941,0.6470588235294118,0.176470588235294,1
CPP_positive_26,0.1428571428571428,0.5,0.3571428571428572,0.2142857142857142,0.4285714285714285,0.3571428571428571,0.5,0.1428571428571428,0.3571428571428571,0.25,0.3571428571428571,0.3928571428571428,0.3571428571428571,0.6428571428571429,-1.1102230246251563e-16,0.25,0.3928571428571428,0.3571428571428571,0.2142857142857142,0.1428571428571428,0.6428571428571428,0.5357142857142857,0.3571428571428571,0.1071428571428571,0.3928571428571428,0.4642857142857143,0.1428571428571429,0.4642857142857143,0.4285714285714285,0.1071428571428571,0.0714285714285714,0.8571428571428571,0.0714285714285715,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.6785714285714286,0.1428571428571428,0.1785714285714285,1
CPP_positive_27,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.2592592592592592,0.3333333333333333,0.4074074074074074,0.4814814814814814,0.1481481481481481,0.3703703703703704,0.3333333333333333,0.2962962962962963,0.3703703703703704,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.2962962962962963,0.4074074074074074,0.2962962962962963,0.1851851851851851,0.2592592592592592,0.5555555555555556,0.4074074074074074,0.3703703703703703,0.2222222222222222,0.3703703703703703,0.4074074074074074,0.2222222222222222,0.3703703703703703,0.4074074074074074,0.2222222222222222,0.1481481481481481,0.8518518518518519,0.0,0.5555555555555556,0.1851851851851851,0.2592592592592592,0.6296296296296297,0.2222222222222222,0.1481481481481481,1
CPP_positive_28,0.3529411764705882,0.4705882352941176,0.176470588235294,0.4117647058823529,0.5882352941176471,0.0,0.8235294117647058,0.1764705882352941,2.775557561562892e-17,0.0,0.8235294117647058,0.1764705882352941,0.7647058823529411,0.0588235294117647,0.1764705882352941,0.3529411764705882,0.4705882352941176,0.176470588235294,0.3529411764705882,0.4117647058823529,0.2352941176470587,0.6470588235294118,0.0,0.3529411764705882,0.1764705882352941,0.4705882352941176,0.3529411764705882,0.4705882352941176,0.1764705882352941,0.3529411764705882,0.3529411764705882,0.6470588235294118,-1.1102230246251563e-16,0.4117647058823529,0.1764705882352941,0.4117647058823529,0.6470588235294118,0.3529411764705882,-5.551115123125783e-17,1
CPP_positive_29,0.4666666666666667,0.4,0.1333333333333333,0.2,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.6666666666666666,0.1333333333333333,0.2,0.7333333333333333,0.2,0.0666666666666667,0.7333333333333333,0.1333333333333333,0.1333333333333334,0.5333333333333333,0.2,0.2666666666666666,0.4,0.2,0.3999999999999999,0.2,0.3333333333333333,0.4666666666666667,0.1333333333333333,0.4666666666666667,0.4,0.3333333333333333,0.6,0.0666666666666667,0.6,0.1333333333333333,0.2666666666666667,0.2,0.4666666666666667,0.3333333333333333,1
CPP_positive_30,0.5294117647058824,0.1764705882352941,0.2941176470588235,0.1176470588235294,0.5882352941176471,0.2941176470588235,0.5882352941176471,0.1176470588235294,0.2941176470588235,0.1176470588235294,0.5882352941176471,0.2941176470588235,0.7058823529411765,0.0588235294117647,0.2352941176470587,0.5882352941176471,0.1176470588235294,0.2941176470588235,0.5294117647058824,0.1764705882352941,0.2941176470588235,0.2352941176470588,0.1176470588235294,0.6470588235294117,0.2941176470588235,0.1764705882352941,0.5294117647058822,0.1176470588235294,0.2352941176470588,0.6470588235294117,0.5294117647058824,0.4705882352941176,0.0,0.5882352941176471,0.2352941176470588,0.1764705882352941,0.4117647058823529,0.5294117647058824,0.0588235294117647,1
CPP_positive_31,0.5333333333333333,0.0,0.4666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.4,0.1333333333333333,0.4666666666666667,0.5333333333333333,0.2666666666666666,0.2,0.5333333333333333,0.0,0.4666666666666667,0.5333333333333333,0.0,0.4666666666666667,0.0,0.2666666666666666,0.7333333333333334,0.4666666666666667,0.0,0.5333333333333333,0.0,0.2666666666666666,0.7333333333333334,0.5333333333333333,0.4666666666666667,0.0,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.4666666666666667,0.5333333333333333,0.0,1
CPP_positive_32,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.7222222222222222,0.0,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.0,0.7222222222222222,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.7222222222222222,0.0,1.0,0.0,0.0,0.7222222222222222,0.2777777777777778,0.0,1
CPP_positive_33,0.2666666666666666,0.4666666666666667,0.2666666666666667,0.6,0.0,0.4,0.6,0.0,0.4,0.4666666666666667,0.1333333333333333,0.4,0.6,0.2666666666666666,0.1333333333333333,0.4,0.3333333333333333,0.2666666666666666,0.4666666666666667,0.1333333333333333,0.4,0.4666666666666667,0.3333333333333333,0.2,0.4,0.3333333333333333,0.2666666666666666,0.4666666666666667,0.3333333333333333,0.2,0.0,0.7333333333333333,0.2666666666666667,0.2666666666666666,0.2666666666666666,0.4666666666666667,0.4,0.2666666666666666,0.3333333333333333,1
CPP_positive_34,0.2666666666666666,0.4,0.3333333333333333,0.2,0.3333333333333333,0.4666666666666667,0.6,0.1333333333333333,0.2666666666666667,0.2666666666666666,0.2666666666666666,0.4666666666666667,0.5333333333333333,0.2666666666666666,0.2,0.4666666666666667,0.4,0.1333333333333333,0.3333333333333333,0.2,0.4666666666666667,0.2666666666666666,0.0666666666666666,0.6666666666666667,0.4666666666666667,0.2666666666666666,0.2666666666666666,0.2,0.1333333333333333,0.6666666666666667,0.2666666666666666,0.7333333333333333,1.1102230246251563e-16,0.4,0.4,0.1999999999999999,0.3333333333333333,0.2666666666666666,0.4000000000000001,1
CPP_positive_35,0.4705882352941176,0.3529411764705882,0.1764705882352941,0.2941176470588235,0.7058823529411765,-1.1102230246251563e-16,0.8235294117647058,0.1764705882352941,2.775557561562892e-17,0.1176470588235294,0.7058823529411765,0.176470588235294,0.7647058823529411,0.0588235294117647,0.1764705882352941,0.4705882352941176,0.3529411764705882,0.1764705882352941,0.5882352941176471,0.1764705882352941,0.2352941176470588,0.5294117647058824,0.0,0.4705882352941176,0.1764705882352941,0.3529411764705882,0.4705882352941176,0.3529411764705882,0.1764705882352941,0.4705882352941175,0.4705882352941176,0.5294117647058824,0.0,0.5294117647058824,0.1764705882352941,0.2941176470588235,0.4117647058823529,0.4705882352941176,0.1176470588235294,1
CPP_positive_36,0.25,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.1666666666666666,0.4166666666666666,0.5833333333333334,0.0833333333333333,0.3333333333333333,0.5,0.1666666666666666,0.3333333333333333,0.5833333333333334,0.1666666666666666,0.2499999999999999,0.4166666666666667,0.3333333333333333,0.2499999999999999,0.5,0.0833333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.25,0.4166666666666667,0.3333333333333333,0.0833333333333333,0.9166666666666666,0.0,0.4166666666666667,0.25,0.3333333333333332,0.3333333333333333,0.25,0.4166666666666667,1
CPP_positive_37,0.4545454545454545,0.3181818181818182,0.2272727272727272,0.2727272727272727,0.5,0.2272727272727273,0.3636363636363636,0.4090909090909091,0.2272727272727272,0.5454545454545454,0.2272727272727272,0.2272727272727273,0.7272727272727273,0.2727272727272727,0.0,0.5,0.2727272727272727,0.2272727272727273,0.5454545454545454,0.1818181818181818,0.2727272727272727,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.2272727272727272,0.3181818181818182,0.4545454545454545,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.4090909090909091,0.5909090909090909,-1.1102230246251563e-16,0.6818181818181818,0.0454545454545454,0.2727272727272727,0.4090909090909091,0.4545454545454545,0.1363636363636363,1
CPP_positive_38,0.238095238095238,0.4285714285714285,0.3333333333333333,0.3333333333333333,0.4285714285714285,0.2380952380952382,0.6190476190476191,0.1904761904761904,0.1904761904761904,0.4285714285714285,0.238095238095238,0.3333333333333333,0.4761904761904761,0.3333333333333333,0.1904761904761905,0.238095238095238,0.4761904761904761,0.2857142857142857,0.4285714285714285,0.0476190476190476,0.5238095238095237,0.4285714285714285,0.3333333333333333,0.238095238095238,0.3333333333333333,0.4285714285714285,0.2380952380952382,0.4285714285714285,0.3333333333333333,0.238095238095238,0.1428571428571428,0.8095238095238095,0.0476190476190476,0.4761904761904761,0.238095238095238,0.2857142857142857,0.4761904761904761,0.238095238095238,0.2857142857142857,1
CPP_positive_39,0.5,0.0833333333333333,0.4166666666666667,0.25,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.25,0.3333333333333332,0.4166666666666667,0.1666666666666666,0.4166666666666666,0.5833333333333334,0.1666666666666666,0.2499999999999999,0.5,0.0833333333333333,0.4166666666666667,0.4166666666666667,0.1666666666666666,0.4166666666666666,0.0833333333333333,0.5,0.4166666666666666,0.4166666666666667,0.0833333333333333,0.4999999999999999,0.0833333333333333,0.5,0.4166666666666666,0.3333333333333333,0.6666666666666666,1.1102230246251563e-16,0.5833333333333334,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.5,0.1666666666666667,1
CPP_positive_40,0.4166666666666667,0.4166666666666667,0.1666666666666665,0.3333333333333333,0.5833333333333334,0.0833333333333333,0.6666666666666666,0.25,0.0833333333333333,0.3333333333333333,0.4166666666666667,0.25,0.5,0.5,0.0,0.5833333333333334,0.25,0.1666666666666666,0.4166666666666667,0.0833333333333333,0.4999999999999999,0.25,0.3333333333333333,0.4166666666666667,0.25,0.25,0.5,0.25,0.3333333333333333,0.4166666666666667,0.1666666666666666,0.75,0.0833333333333333,0.6666666666666666,0.1666666666666666,0.1666666666666667,0.25,0.4166666666666667,0.3333333333333333,1
