name,type3A_T1.G.1_T1.G.1_gap2,type3A_T1.G.1_T1.G.2_gap2,type3A_T1.G.2_T1.G.1_gap2,type3A_T1.G.2_T1.G.2_gap2,target
CPP_positive_325,6.0,0.0,0.0,0.0,1
CPP_positive_326,6.0,0.0,0.0,0.0,1
CPP_positive_327,4.0,0.0,0.0,0.0,1
CPP_positive_328,5.0,0.0,0.0,0.0,1
CPP_positive_329,4.0,0.0,0.0,0.0,1
CPP_positive_330,4.0,0.0,0.0,0.0,1
CPP_positive_331,4.0,0.0,0.0,0.0,1
CPP_positive_332,4.0,0.0,0.0,0.0,1
CPP_positive_333,7.0,0.0,0.0,0.0,1
CPP_positive_334,8.0,0.0,0.0,0.0,1
CPP_positive_335,4.0,0.0,0.0,0.0,1
CPP_positive_336,4.0,0.0,0.0,0.0,1
CPP_positive_337,4.0,0.0,0.0,0.0,1
CPP_positive_338,4.0,0.0,0.0,0.0,1
CPP_positive_339,4.0,0.0,0.0,0.0,1
CPP_positive_340,4.0,0.0,0.0,0.0,1
CPP_positive_341,4.0,0.0,0.0,0.0,1
CPP_positive_342,4.0,0.0,0.0,0.0,1
CPP_positive_343,4.0,0.0,0.0,0.0,1
CPP_positive_344,3.0,1.0,0.0,0.0,1
CPP_positive_345,4.0,0.0,0.0,0.0,1
CPP_positive_346,4.0,0.0,0.0,0.0,1
CPP_positive_347,4.0,0.0,0.0,0.0,1
CPP_positive_348,4.0,0.0,0.0,0.0,1
CPP_positive_349,4.0,0.0,0.0,0.0,1
CPP_positive_350,2.0,2.0,0.0,0.0,1
CPP_positive_351,4.0,0.0,0.0,0.0,1
CPP_positive_352,4.0,0.0,0.0,0.0,1
CPP_positive_353,3.0,1.0,0.0,0.0,1
CPP_positive_354,2.0,0.0,2.0,0.0,1
CPP_positive_355,3.0,0.0,1.0,0.0,1
CPP_positive_356,2.0,1.0,1.0,0.0,1
CPP_positive_357,3.0,1.0,0.0,0.0,1
CPP_positive_358,3.0,1.0,0.0,0.0,1
CPP_positive_359,4.0,0.0,0.0,0.0,1
CPP_positive_360,4.0,0.0,0.0,0.0,1
CPP_positive_361,4.0,0.0,0.0,0.0,1
CPP_positive_362,4.0,0.0,0.0,0.0,1
CPP_positive_363,4.0,0.0,0.0,0.0,1
CPP_positive_364,4.0,0.0,0.0,0.0,1
CPP_positive_365,4.0,0.0,0.0,0.0,1
CPP_positive_366,4.0,0.0,0.0,0.0,1
CPP_positive_367,3.0,1.0,0.0,0.0,1
CPP_positive_368,4.0,0.0,0.0,0.0,1
CPP_positive_369,4.0,0.0,0.0,0.0,1
CPP_positive_370,4.0,0.0,0.0,0.0,1
CPP_positive_371,3.0,0.0,1.0,0.0,1
CPP_positive_372,4.0,0.0,0.0,0.0,1
CPP_positive_373,3.0,1.0,0.0,0.0,1
CPP_positive_374,5.0,1.0,1.0,0.0,1
CPP_positive_375,7.0,1.0,1.0,0.0,1
CPP_positive_376,4.0,0.0,0.0,0.0,1
CPP_positive_377,4.0,0.0,0.0,0.0,1
CPP_positive_378,7.0,0.0,0.0,0.0,1
CPP_positive_379,10.0,0.0,0.0,0.0,1
CPP_positive_380,10.0,0.0,0.0,0.0,1
CPP_positive_381,9.0,0.0,1.0,0.0,1
CPP_positive_382,8.0,0.0,0.0,0.0,1
CPP_positive_383,5.0,0.0,0.0,0.0,1
CPP_positive_384,7.0,1.0,0.0,1.0,1
CPP_positive_385,6.0,0.0,0.0,0.0,1
CPP_positive_386,3.0,1.0,1.0,0.0,1
CPP_positive_387,4.0,0.0,0.0,0.0,1
CPP_positive_388,2.0,1.0,1.0,0.0,1
CPP_positive_389,4.0,1.0,0.0,0.0,1
CPP_positive_390,6.0,1.0,0.0,0.0,1
CPP_positive_391,9.0,0.0,0.0,0.0,1
CPP_positive_392,10.0,0.0,0.0,0.0,1
CPP_positive_393,9.0,0.0,0.0,0.0,1
CPP_positive_394,6.0,0.0,0.0,0.0,1
CPP_positive_395,10.0,0.0,0.0,0.0,1
CPP_positive_396,10.0,0.0,0.0,0.0,1
CPP_positive_397,11.0,0.0,0.0,0.0,1
CPP_positive_398,11.0,0.0,0.0,0.0,1
CPP_positive_399,8.0,1.0,1.0,0.0,1
CPP_positive_400,12.0,0.0,0.0,0.0,1
CPP_positive_401,12.0,0.0,0.0,0.0,1
CPP_positive_402,12.0,0.0,0.0,0.0,1
CPP_positive_403,9.0,0.0,1.0,0.0,1
CPP_positive_404,9.0,0.0,0.0,0.0,1
CPP_positive_405,7.0,0.0,1.0,0.0,1
CPP_positive_406,11.0,0.0,0.0,0.0,1
CPP_positive_407,12.0,0.0,0.0,0.0,1
CPP_positive_408,11.0,0.0,1.0,0.0,1
CPP_positive_409,5.0,0.0,0.0,0.0,1
CPP_positive_410,6.0,0.0,0.0,0.0,1
CPP_positive_411,6.0,0.0,0.0,0.0,1
CPP_positive_412,6.0,0.0,0.0,0.0,1
CPP_positive_413,6.0,0.0,0.0,0.0,1
CPP_positive_414,8.0,0.0,0.0,0.0,1
CPP_positive_415,8.0,0.0,0.0,0.0,1
CPP_positive_416,5.0,0.0,1.0,0.0,1
CPP_positive_417,6.0,0.0,1.0,0.0,1
CPP_positive_418,13.0,0.0,0.0,0.0,1
CPP_positive_419,13.0,0.0,0.0,0.0,1
CPP_positive_420,13.0,0.0,0.0,0.0,1
CPP_positive_421,13.0,0.0,0.0,0.0,1
CPP_positive_422,13.0,0.0,0.0,0.0,1
CPP_positive_423,13.0,0.0,0.0,0.0,1
CPP_positive_424,12.0,0.0,0.0,0.0,1
CPP_positive_425,13.0,0.0,0.0,0.0,1
CPP_positive_426,5.0,0.0,0.0,0.0,1
CPP_positive_427,7.0,0.0,0.0,0.0,1
CPP_positive_428,5.0,0.0,0.0,0.0,1
CPP_positive_429,5.0,0.0,0.0,0.0,1
CPP_positive_430,11.0,0.0,0.0,0.0,1
CPP_positive_431,5.0,0.0,0.0,0.0,1
CPP_positive_432,5.0,0.0,0.0,0.0,1
CPP_positive_433,9.0,0.0,1.0,0.0,1
CPP_positive_434,13.0,0.0,0.0,0.0,1
CPP_positive_435,11.0,0.0,0.0,0.0,1
CPP_positive_436,10.0,0.0,0.0,0.0,1
CPP_positive_437,10.0,1.0,0.0,0.0,1
CPP_positive_438,11.0,0.0,0.0,0.0,1
CPP_positive_439,13.0,0.0,0.0,0.0,1
CPP_positive_440,9.0,1.0,1.0,0.0,1
CPP_positive_441,11.0,0.0,0.0,0.0,1
CPP_positive_442,12.0,0.0,0.0,0.0,1
CPP_positive_443,2.0,1.0,0.0,1.0,1
CPP_positive_444,11.0,0.0,0.0,0.0,1
CPP_positive_445,11.0,0.0,0.0,0.0,1
CPP_positive_446,12.0,0.0,0.0,0.0,1
CPP_positive_447,11.0,0.0,1.0,0.0,1
CPP_positive_448,11.0,1.0,0.0,0.0,1
CPP_positive_449,11.0,0.0,0.0,0.0,1
CPP_positive_450,13.0,0.0,0.0,0.0,1
CPP_positive_451,10.0,0.0,1.0,0.0,1
CPP_positive_452,3.0,0.0,0.0,0.0,1
CPP_positive_453,13.0,0.0,0.0,0.0,1
CPP_positive_454,11.0,0.0,0.0,0.0,1
CPP_positive_455,10.0,1.0,1.0,0.0,1
CPP_positive_456,13.0,0.0,0.0,0.0,1
CPP_positive_457,12.0,0.0,0.0,0.0,1
CPP_positive_458,12.0,0.0,0.0,0.0,1
CPP_positive_459,9.0,1.0,0.0,0.0,1
CPP_positive_460,10.0,1.0,0.0,0.0,1
CPP_positive_461,13.0,0.0,0.0,0.0,1
CPP_positive_462,6.0,0.0,0.0,0.0,1
CPP_positive_463,3.0,0.0,0.0,0.0,1
CPP_positive_464,3.0,0.0,0.0,0.0,1
CPP_positive_465,3.0,0.0,0.0,0.0,1
CPP_positive_466,2.0,1.0,0.0,0.0,1
CPP_positive_467,3.0,0.0,0.0,0.0,1
CPP_positive_468,2.0,1.0,0.0,0.0,1
CPP_positive_469,4.0,0.0,0.0,0.0,1
CPP_positive_470,2.0,0.0,0.0,0.0,1
CPP_positive_471,6.0,0.0,0.0,0.0,1
CPP_positive_472,5.0,1.0,1.0,0.0,1
CPP_positive_473,4.0,0.0,0.0,0.0,1
CPP_positive_474,3.0,0.0,0.0,0.0,1
CPP_positive_475,1.0,1.0,1.0,0.0,1
CPP_positive_476,3.0,0.0,0.0,0.0,1
CPP_positive_477,5.0,0.0,1.0,0.0,1
CPP_positive_478,5.0,0.0,0.0,0.0,1
CPP_positive_479,4.0,0.0,0.0,0.0,1
CPP_positive_480,1.0,1.0,1.0,0.0,1
CPP_positive_481,4.0,0.0,0.0,0.0,1
CPP_positive_482,4.0,0.0,0.0,0.0,1
CPP_positive_483,3.0,0.0,0.0,0.0,1
CPP_positive_484,3.0,0.0,0.0,0.0,1
CPP_positive_485,4.0,0.0,0.0,0.0,1
CPP_positive_486,4.0,0.0,0.0,0.0,1
CPP_positive_487,3.0,0.0,0.0,0.0,1
CPP_positive_488,3.0,0.0,0.0,0.0,1
CPP_positive_489,3.0,0.0,0.0,0.0,1
CPP_positive_490,3.0,0.0,0.0,0.0,1
CPP_positive_491,3.0,0.0,0.0,0.0,1
CPP_positive_492,3.0,0.0,0.0,0.0,1
CPP_positive_493,2.0,0.0,0.0,0.0,1
CPP_positive_494,3.0,0.0,0.0,0.0,1
CPP_positive_495,3.0,0.0,0.0,0.0,1
CPP_positive_496,3.0,0.0,0.0,0.0,1
CPP_positive_497,3.0,0.0,0.0,0.0,1
CPP_positive_498,5.0,0.0,0.0,0.0,1
CPP_positive_499,5.0,0.0,0.0,0.0,1
CPP_positive_500,5.0,0.0,0.0,0.0,1
CPP_positive_501,5.0,0.0,0.0,0.0,1
CPP_positive_502,5.0,0.0,0.0,0.0,1
CPP_positive_503,5.0,0.0,0.0,0.0,1
CPP_positive_504,5.0,0.0,0.0,0.0,1
CPP_positive_505,5.0,0.0,0.0,0.0,1
CPP_positive_506,3.0,0.0,0.0,0.0,1
CPP_positive_507,5.0,0.0,0.0,0.0,1
CPP_positive_508,4.0,1.0,0.0,0.0,1
CPP_positive_509,3.0,0.0,0.0,0.0,1
CPP_positive_510,3.0,0.0,0.0,0.0,1
CPP_positive_511,3.0,0.0,0.0,0.0,1
