name,type3B_T1.G.1_T1.G.1_gap2,type3B_T1.G.1_T1.G.2_gap2,type3B_T1.G.2_T1.G.1_gap2,type3B_T1.G.2_T1.G.2_gap2,target
CPP_positive_61,6.0,3.0,2.0,0.0,1
CPP_negative_62,0.0,2.0,2.0,2.0,0
CPP_positive_63,3.0,2.0,1.0,0.0,1
CPP_negative_64,4.0,1.0,0.0,1.0,0
CPP_positive_65,4.0,2.0,3.0,3.0,1
CPP_negative_66,2.0,2.0,3.0,0.0,0
CPP_positive_67,2.0,1.0,1.0,0.0,1
CPP_positive_68,2.0,1.0,1.0,0.0,1
CPP_negative_69,2.0,1.0,1.0,0.0,0
CPP_positive_70,3.0,1.0,1.0,0.0,1
CPP_negative_71,9.0,1.0,0.0,0.0,0
CPP_negative_72,2.0,2.0,2.0,0.0,0
CPP_negative_73,8.0,0.0,4.0,0.0,0
CPP_negative_74,3.0,1.0,0.0,0.0,0
CPP_positive_75,4.0,2.0,0.0,0.0,1
CPP_positive_76,8.0,1.0,0.0,0.0,1
CPP_negative_77,5.0,0.0,0.0,0.0,0
CPP_negative_78,2.0,1.0,1.0,0.0,0
CPP_positive_79,6.0,1.0,0.0,0.0,1
CPP_positive_80,7.0,3.0,1.0,0.0,1
CPP_positive_81,7.0,0.0,0.0,1.0,1
CPP_negative_82,2.0,2.0,0.0,0.0,0
CPP_negative_83,6.0,1.0,2.0,0.0,0
CPP_positive_84,6.0,1.0,1.0,0.0,1
CPP_negative_85,5.0,0.0,1.0,0.0,0
CPP_negative_86,3.0,1.0,0.0,0.0,0
CPP_negative_87,3.0,1.0,1.0,0.0,0
CPP_negative_88,5.0,1.0,0.0,1.0,0
CPP_positive_89,3.0,0.0,1.0,1.0,1
CPP_positive_90,12.0,3.0,2.0,0.0,1
CPP_positive_91,5.0,1.0,0.0,0.0,1
CPP_negative_92,3.0,0.0,2.0,0.0,0
CPP_negative_93,6.0,0.0,0.0,0.0,0
CPP_negative_94,3.0,3.0,2.0,0.0,0
CPP_negative_95,8.0,2.0,2.0,0.0,0
CPP_negative_96,4.0,1.0,2.0,0.0,0
CPP_positive_97,5.0,1.0,1.0,0.0,1
CPP_positive_98,3.0,2.0,0.0,0.0,1
CPP_negative_99,2.0,0.0,1.0,1.0,0
CPP_negative_100,3.0,1.0,0.0,0.0,0
CPP_positive_101,3.0,4.0,0.0,0.0,1
CPP_negative_102,5.0,2.0,2.0,1.0,0
CPP_positive_103,2.0,2.0,0.0,0.0,1
CPP_negative_104,4.0,1.0,0.0,1.0,0
CPP_positive_105,3.0,1.0,1.0,0.0,1
CPP_negative_106,2.0,0.0,2.0,0.0,0
CPP_positive_107,6.0,2.0,2.0,1.0,1
CPP_negative_108,4.0,1.0,0.0,0.0,0
CPP_negative_109,9.0,1.0,0.0,0.0,0
CPP_negative_110,4.0,1.0,1.0,0.0,0
CPP_negative_111,9.0,1.0,0.0,0.0,0
CPP_positive_112,1.0,2.0,0.0,0.0,1
CPP_negative_113,5.0,3.0,1.0,0.0,0
CPP_positive_114,3.0,0.0,0.0,0.0,1
CPP_negative_115,9.0,0.0,0.0,0.0,0
CPP_positive_116,2.0,0.0,2.0,0.0,1
CPP_negative_117,4.0,1.0,0.0,1.0,0
CPP_positive_118,5.0,2.0,4.0,0.0,1
CPP_positive_119,8.0,3.0,1.0,0.0,1
CPP_negative_120,7.0,1.0,0.0,2.0,0
CPP_positive_121,6.0,3.0,0.0,0.0,1
CPP_positive_122,1.0,3.0,1.0,0.0,1
CPP_negative_123,8.0,2.0,2.0,1.0,0
CPP_negative_124,11.0,0.0,0.0,0.0,0
CPP_positive_125,2.0,0.0,3.0,0.0,1
CPP_negative_126,4.0,1.0,0.0,0.0,0
CPP_positive_127,3.0,1.0,0.0,0.0,1
CPP_negative_128,4.0,0.0,0.0,0.0,0
CPP_negative_129,2.0,1.0,2.0,0.0,0
CPP_negative_130,2.0,1.0,1.0,0.0,0
CPP_negative_131,4.0,3.0,4.0,0.0,0
CPP_negative_132,7.0,0.0,0.0,0.0,0
CPP_positive_133,5.0,2.0,2.0,0.0,1
CPP_positive_134,3.0,1.0,0.0,0.0,1
CPP_negative_135,2.0,0.0,1.0,2.0,0
CPP_positive_136,6.0,2.0,0.0,0.0,1
CPP_positive_137,8.0,1.0,2.0,0.0,1
CPP_negative_138,6.0,0.0,0.0,0.0,0
CPP_negative_139,6.0,0.0,0.0,0.0,0
CPP_negative_140,6.0,0.0,0.0,0.0,0
CPP_negative_141,3.0,3.0,2.0,1.0,0
CPP_negative_142,4.0,1.0,0.0,0.0,0
CPP_positive_143,6.0,0.0,3.0,1.0,1
CPP_positive_144,3.0,2.0,0.0,0.0,1
CPP_negative_145,0.0,3.0,1.0,0.0,0
CPP_negative_146,2.0,1.0,3.0,1.0,0
CPP_positive_147,2.0,1.0,2.0,0.0,1
CPP_positive_148,4.0,1.0,5.0,0.0,1
CPP_negative_149,7.0,0.0,1.0,1.0,0
CPP_negative_150,2.0,1.0,2.0,0.0,0
CPP_positive_151,2.0,0.0,2.0,0.0,1
CPP_negative_152,3.0,1.0,4.0,1.0,0
CPP_negative_153,6.0,0.0,2.0,0.0,0
CPP_negative_154,5.0,0.0,1.0,0.0,0
CPP_negative_155,6.0,0.0,0.0,0.0,0
CPP_positive_156,3.0,1.0,3.0,0.0,1
CPP_negative_157,3.0,1.0,0.0,0.0,0
CPP_positive_158,3.0,1.0,2.0,0.0,1
CPP_negative_159,4.0,0.0,1.0,0.0,0
CPP_positive_160,10.0,2.0,1.0,2.0,1
CPP_positive_161,9.0,1.0,2.0,0.0,1
CPP_negative_162,13.0,0.0,0.0,0.0,0
CPP_negative_163,1.0,1.0,1.0,1.0,0
CPP_positive_164,6.0,1.0,0.0,2.0,1
CPP_positive_165,3.0,1.0,0.0,0.0,1
CPP_positive_166,3.0,1.0,0.0,0.0,1
CPP_positive_167,9.0,2.0,2.0,0.0,1
CPP_negative_168,2.0,0.0,2.0,0.0,0
CPP_negative_169,3.0,1.0,1.0,1.0,0
CPP_positive_170,4.0,0.0,0.0,0.0,1
CPP_negative_171,6.0,0.0,2.0,0.0,0
CPP_negative_172,8.0,2.0,1.0,0.0,0
CPP_negative_173,3.0,4.0,4.0,0.0,0
CPP_positive_174,2.0,2.0,0.0,0.0,1
CPP_positive_175,4.0,0.0,0.0,0.0,1
CPP_negative_176,5.0,0.0,0.0,0.0,0
CPP_positive_177,2.0,2.0,0.0,0.0,1
CPP_positive_178,2.0,4.0,4.0,0.0,1
CPP_positive_179,4.0,1.0,1.0,0.0,1
CPP_positive_180,4.0,2.0,0.0,1.0,1
CPP_negative_181,10.0,2.0,2.0,0.0,0
CPP_negative_182,3.0,1.0,0.0,0.0,0
CPP_positive_183,6.0,2.0,1.0,0.0,1
CPP_positive_184,2.0,1.0,2.0,0.0,1
CPP_positive_185,2.0,0.0,0.0,1.0,1
CPP_negative_186,5.0,2.0,0.0,2.0,0
CPP_positive_187,11.0,4.0,2.0,2.0,1
CPP_positive_188,3.0,1.0,2.0,0.0,1
CPP_positive_189,1.0,1.0,0.0,1.0,1
CPP_negative_190,7.0,0.0,1.0,0.0,0
CPP_negative_191,4.0,0.0,1.0,0.0,0
CPP_positive_192,5.0,1.0,4.0,0.0,1
CPP_positive_193,3.0,0.0,1.0,0.0,1
CPP_positive_194,3.0,2.0,0.0,1.0,1
CPP_positive_195,8.0,2.0,1.0,2.0,1
CPP_positive_196,5.0,2.0,1.0,1.0,1
CPP_negative_197,5.0,0.0,0.0,0.0,0
CPP_positive_198,2.0,0.0,1.0,1.0,1
CPP_positive_199,2.0,1.0,1.0,0.0,1
CPP_negative_200,4.0,1.0,1.0,0.0,0
CPP_negative_201,4.0,1.0,0.0,0.0,0
CPP_positive_202,6.0,1.0,2.0,0.0,1
CPP_positive_203,6.0,0.0,0.0,0.0,1
CPP_positive_204,3.0,0.0,1.0,2.0,1
CPP_positive_205,4.0,2.0,0.0,0.0,1
CPP_positive_206,7.0,1.0,2.0,0.0,1
CPP_negative_207,2.0,2.0,2.0,0.0,0
CPP_positive_208,6.0,1.0,2.0,0.0,1
CPP_negative_209,4.0,0.0,1.0,0.0,0
CPP_positive_210,2.0,1.0,2.0,0.0,1
CPP_positive_211,5.0,1.0,4.0,0.0,1
CPP_negative_212,10.0,0.0,0.0,0.0,0
CPP_negative_213,4.0,0.0,1.0,0.0,0
CPP_negative_214,2.0,1.0,1.0,1.0,0
CPP_negative_215,4.0,0.0,1.0,0.0,0
CPP_positive_216,2.0,1.0,1.0,0.0,1
CPP_positive_217,3.0,0.0,2.0,2.0,1
CPP_negative_218,2.0,0.0,1.0,1.0,0
CPP_positive_219,1.0,5.0,0.0,0.0,1
CPP_positive_220,4.0,0.0,1.0,0.0,1
CPP_negative_221,7.0,0.0,0.0,0.0,0
CPP_negative_222,3.0,1.0,1.0,0.0,0
CPP_positive_223,4.0,0.0,1.0,0.0,1
CPP_negative_224,3.0,1.0,2.0,0.0,0
CPP_negative_225,3.0,1.0,2.0,0.0,0
CPP_negative_226,3.0,0.0,1.0,0.0,0
CPP_negative_227,7.0,3.0,3.0,0.0,0
CPP_negative_228,5.0,0.0,1.0,1.0,0
CPP_positive_229,5.0,1.0,0.0,0.0,1
CPP_negative_230,2.0,1.0,2.0,2.0,0
CPP_negative_231,3.0,1.0,0.0,0.0,0
CPP_positive_232,2.0,1.0,0.0,1.0,1
CPP_negative_233,2.0,2.0,2.0,0.0,0
CPP_positive_234,5.0,0.0,0.0,0.0,1
CPP_positive_235,5.0,1.0,0.0,1.0,1
CPP_positive_236,5.0,1.0,1.0,2.0,1
CPP_positive_237,2.0,0.0,1.0,0.0,1
CPP_positive_238,4.0,1.0,1.0,0.0,1
CPP_negative_239,2.0,4.0,2.0,1.0,0
CPP_positive_240,6.0,3.0,0.0,1.0,1
CPP_negative_241,1.0,2.0,3.0,1.0,0
CPP_negative_242,4.0,0.0,0.0,0.0,0
CPP_positive_243,3.0,2.0,0.0,0.0,1
CPP_negative_244,1.0,2.0,1.0,0.0,0
CPP_negative_245,5.0,1.0,1.0,0.0,0
CPP_negative_246,3.0,0.0,1.0,0.0,0
CPP_negative_247,3.0,1.0,2.0,0.0,0
CPP_positive_248,1.0,2.0,1.0,0.0,1
CPP_negative_249,2.0,2.0,0.0,0.0,0
CPP_positive_250,3.0,0.0,2.0,0.0,1
CPP_positive_251,2.0,2.0,2.0,0.0,1
CPP_negative_252,4.0,0.0,1.0,0.0,0
CPP_negative_253,7.0,0.0,0.0,0.0,0
CPP_negative_254,1.0,0.0,3.0,4.0,0
CPP_negative_255,4.0,0.0,1.0,0.0,0
CPP_negative_256,3.0,0.0,1.0,0.0,0
CPP_negative_257,1.0,0.0,3.0,0.0,0
CPP_negative_258,2.0,1.0,1.0,1.0,0
CPP_positive_259,7.0,0.0,1.0,0.0,1
CPP_positive_260,11.0,0.0,0.0,1.0,1
CPP_positive_261,6.0,1.0,2.0,0.0,1
CPP_negative_262,5.0,1.0,3.0,1.0,0
CPP_positive_263,3.0,1.0,2.0,0.0,1
CPP_positive_264,3.0,0.0,2.0,0.0,1
CPP_negative_265,4.0,2.0,1.0,0.0,0
CPP_positive_266,4.0,2.0,0.0,0.0,1
CPP_positive_267,3.0,2.0,1.0,1.0,1
CPP_positive_268,3.0,1.0,0.0,0.0,1
CPP_negative_269,6.0,0.0,0.0,0.0,0
CPP_negative_270,7.0,3.0,3.0,0.0,0
CPP_negative_271,4.0,0.0,0.0,0.0,0
CPP_negative_272,3.0,0.0,2.0,0.0,0
CPP_positive_273,2.0,0.0,1.0,0.0,1
CPP_negative_274,5.0,1.0,2.0,0.0,0
CPP_negative_275,3.0,1.0,2.0,0.0,0
CPP_negative_276,10.0,0.0,0.0,0.0,0
CPP_negative_277,1.0,0.0,1.0,2.0,0
CPP_positive_278,4.0,1.0,1.0,1.0,1
CPP_positive_279,3.0,0.0,1.0,0.0,1
CPP_positive_280,2.0,0.0,1.0,0.0,1
CPP_positive_281,4.0,1.0,1.0,0.0,1
CPP_negative_282,3.0,1.0,1.0,0.0,0
CPP_positive_283,3.0,0.0,3.0,0.0,1
CPP_negative_284,4.0,0.0,0.0,0.0,0
CPP_positive_285,5.0,3.0,1.0,0.0,1
CPP_negative_286,4.0,1.0,0.0,0.0,0
CPP_positive_287,5.0,0.0,0.0,0.0,1
CPP_negative_288,9.0,2.0,0.0,3.0,0
CPP_positive_289,3.0,0.0,1.0,0.0,1
CPP_negative_290,5.0,2.0,3.0,0.0,0
CPP_positive_291,4.0,1.0,0.0,0.0,1
CPP_negative_292,2.0,2.0,2.0,0.0,0
CPP_negative_293,1.0,2.0,3.0,0.0,0
CPP_positive_294,3.0,1.0,0.0,1.0,1
CPP_positive_295,1.0,1.0,0.0,1.0,1
CPP_positive_296,5.0,0.0,1.0,0.0,1
CPP_negative_297,2.0,2.0,1.0,0.0,0
CPP_positive_298,9.0,2.0,1.0,0.0,1
CPP_positive_299,2.0,0.0,1.0,1.0,1
CPP_negative_300,4.0,1.0,0.0,1.0,0
CPP_negative_301,4.0,1.0,1.0,0.0,0
CPP_positive_302,3.0,0.0,1.0,0.0,1
CPP_positive_303,5.0,0.0,0.0,0.0,1
CPP_positive_304,3.0,1.0,1.0,0.0,1
CPP_positive_305,5.0,0.0,3.0,1.0,1
CPP_negative_306,2.0,2.0,1.0,1.0,0
CPP_negative_307,4.0,0.0,0.0,0.0,0
CPP_positive_308,6.0,0.0,2.0,0.0,1
CPP_negative_309,3.0,1.0,0.0,0.0,0
CPP_negative_310,6.0,0.0,3.0,0.0,0
CPP_positive_311,2.0,1.0,0.0,0.0,1
CPP_positive_312,2.0,1.0,2.0,0.0,1
CPP_negative_313,3.0,0.0,1.0,0.0,0
CPP_positive_314,1.0,0.0,2.0,1.0,1
CPP_positive_315,4.0,0.0,1.0,1.0,1
CPP_positive_316,5.0,3.0,2.0,0.0,1
CPP_positive_317,4.0,1.0,0.0,0.0,1
CPP_negative_318,3.0,4.0,1.0,1.0,0
CPP_negative_319,4.0,0.0,0.0,0.0,0
CPP_negative_320,1.0,2.0,1.0,0.0,0
CPP_negative_321,6.0,1.0,1.0,0.0,0
CPP_positive_322,5.0,1.0,2.0,1.0,1
CPP_negative_323,6.0,2.0,2.0,1.0,0
CPP_positive_324,5.0,1.0,0.0,0.0,1
CPP_negative_325,5.0,0.0,2.0,1.0,0
CPP_positive_326,4.0,1.0,2.0,1.0,1
CPP_positive_327,10.0,0.0,2.0,1.0,1
CPP_negative_328,2.0,0.0,2.0,0.0,0
CPP_positive_329,5.0,1.0,1.0,0.0,1
CPP_positive_330,6.0,2.0,0.0,0.0,1
CPP_negative_331,4.0,0.0,0.0,0.0,0
CPP_positive_332,6.0,1.0,1.0,0.0,1
CPP_negative_333,3.0,0.0,1.0,0.0,0
CPP_positive_334,4.0,0.0,1.0,0.0,1
CPP_negative_335,6.0,0.0,0.0,0.0,0
CPP_negative_336,2.0,3.0,1.0,1.0,0
CPP_positive_337,5.0,2.0,1.0,0.0,1
CPP_positive_338,8.0,2.0,1.0,0.0,1
CPP_positive_339,3.0,0.0,1.0,0.0,1
CPP_negative_340,5.0,1.0,1.0,0.0,0
CPP_negative_341,4.0,0.0,0.0,0.0,0
CPP_negative_342,6.0,2.0,1.0,0.0,0
CPP_negative_343,4.0,1.0,1.0,0.0,0
CPP_positive_344,4.0,0.0,0.0,2.0,1
CPP_negative_345,8.0,1.0,1.0,0.0,0
CPP_negative_346,0.0,2.0,3.0,0.0,0
CPP_positive_347,4.0,1.0,0.0,0.0,1
CPP_positive_348,4.0,1.0,0.0,0.0,1
CPP_negative_349,11.0,1.0,2.0,0.0,0
CPP_negative_350,6.0,2.0,0.0,0.0,0
CPP_positive_351,4.0,0.0,1.0,0.0,1
CPP_positive_352,7.0,0.0,1.0,0.0,1
CPP_positive_353,3.0,2.0,1.0,0.0,1
CPP_positive_354,3.0,2.0,4.0,0.0,1
CPP_negative_355,4.0,0.0,0.0,0.0,0
CPP_positive_356,5.0,0.0,0.0,0.0,1
CPP_negative_357,5.0,1.0,0.0,1.0,0
CPP_negative_358,1.0,3.0,1.0,0.0,0
CPP_negative_359,3.0,1.0,0.0,0.0,0
CPP_positive_360,8.0,1.0,0.0,0.0,1
CPP_positive_361,3.0,1.0,0.0,0.0,1
CPP_positive_362,8.0,1.0,3.0,0.0,1
CPP_negative_363,11.0,4.0,1.0,1.0,0
CPP_negative_364,3.0,0.0,1.0,0.0,0
CPP_positive_365,2.0,1.0,1.0,0.0,1
CPP_positive_366,2.0,1.0,0.0,0.0,1
CPP_positive_367,5.0,0.0,1.0,0.0,1
CPP_positive_368,5.0,0.0,1.0,0.0,1
CPP_positive_369,3.0,0.0,1.0,0.0,1
CPP_positive_370,4.0,0.0,1.0,0.0,1
CPP_positive_371,3.0,1.0,3.0,0.0,1
CPP_positive_372,9.0,0.0,1.0,0.0,1
CPP_negative_373,2.0,2.0,0.0,1.0,0
CPP_positive_374,4.0,1.0,1.0,0.0,1
CPP_positive_375,5.0,2.0,0.0,2.0,1
CPP_negative_376,5.0,0.0,0.0,0.0,0
CPP_negative_377,4.0,0.0,0.0,0.0,0
CPP_negative_378,11.0,2.0,2.0,1.0,0
CPP_positive_379,5.0,0.0,2.0,0.0,1
CPP_positive_380,6.0,1.0,2.0,2.0,1
CPP_positive_381,1.0,1.0,1.0,0.0,1
CPP_positive_382,2.0,2.0,3.0,0.0,1
CPP_negative_383,7.0,2.0,3.0,1.0,0
CPP_positive_384,3.0,1.0,2.0,0.0,1
CPP_negative_385,4.0,2.0,1.0,0.0,0
CPP_positive_386,4.0,0.0,0.0,0.0,1
CPP_positive_387,4.0,0.0,2.0,0.0,1
CPP_positive_388,6.0,0.0,2.0,1.0,1
CPP_negative_389,3.0,0.0,0.0,3.0,0
CPP_positive_390,3.0,2.0,1.0,0.0,1
CPP_negative_391,3.0,1.0,0.0,0.0,0
CPP_negative_392,3.0,0.0,1.0,0.0,0
CPP_positive_393,4.0,0.0,2.0,0.0,1
CPP_negative_394,7.0,0.0,0.0,2.0,0
CPP_positive_395,5.0,1.0,0.0,1.0,1
CPP_positive_396,3.0,0.0,1.0,0.0,1
CPP_positive_397,2.0,2.0,1.0,0.0,1
CPP_positive_398,4.0,1.0,0.0,1.0,1
CPP_positive_399,4.0,3.0,1.0,0.0,1
CPP_positive_400,3.0,0.0,1.0,0.0,1
CPP_positive_401,3.0,1.0,0.0,0.0,1
CPP_positive_402,6.0,2.0,1.0,0.0,1
CPP_positive_403,2.0,2.0,0.0,0.0,1
CPP_positive_404,8.0,0.0,1.0,0.0,1
CPP_negative_405,8.0,1.0,0.0,0.0,0
CPP_negative_406,6.0,0.0,0.0,0.0,0
CPP_positive_407,2.0,1.0,1.0,0.0,1
CPP_negative_408,7.0,2.0,1.0,0.0,0
CPP_negative_409,10.0,1.0,0.0,0.0,0
CPP_negative_410,5.0,1.0,1.0,0.0,0
CPP_positive_411,2.0,2.0,1.0,0.0,1
CPP_positive_412,8.0,2.0,2.0,0.0,1
CPP_negative_413,9.0,0.0,0.0,0.0,0
CPP_positive_414,4.0,1.0,1.0,0.0,1
CPP_positive_415,4.0,0.0,0.0,0.0,1
CPP_positive_416,4.0,1.0,0.0,1.0,1
CPP_positive_417,9.0,0.0,1.0,1.0,1
CPP_negative_418,4.0,0.0,1.0,0.0,0
CPP_positive_419,11.0,0.0,2.0,0.0,1
CPP_positive_420,4.0,1.0,0.0,2.0,1
CPP_positive_421,4.0,2.0,0.0,0.0,1
CPP_positive_422,4.0,2.0,0.0,0.0,1
CPP_negative_423,2.0,0.0,2.0,1.0,0
CPP_negative_424,1.0,4.0,1.0,0.0,0
CPP_positive_425,2.0,1.0,0.0,1.0,1
CPP_positive_426,6.0,3.0,1.0,0.0,1
CPP_negative_427,4.0,1.0,3.0,0.0,0
CPP_negative_428,2.0,2.0,2.0,0.0,0
CPP_negative_429,10.0,0.0,0.0,0.0,0
CPP_positive_430,3.0,0.0,2.0,0.0,1
CPP_positive_431,4.0,0.0,1.0,1.0,1
CPP_positive_432,3.0,0.0,1.0,0.0,1
CPP_negative_433,5.0,2.0,1.0,1.0,0
CPP_positive_434,3.0,1.0,0.0,0.0,1
CPP_positive_435,4.0,1.0,0.0,0.0,1
CPP_positive_436,6.0,1.0,2.0,1.0,1
CPP_negative_437,3.0,0.0,1.0,0.0,0
CPP_positive_438,11.0,4.0,2.0,2.0,1
CPP_negative_439,3.0,2.0,7.0,0.0,0
CPP_negative_440,8.0,2.0,2.0,0.0,0
CPP_negative_441,5.0,0.0,1.0,0.0,0
CPP_positive_442,4.0,1.0,2.0,0.0,1
CPP_positive_443,9.0,0.0,0.0,2.0,1
CPP_negative_444,4.0,0.0,0.0,0.0,0
CPP_positive_445,6.0,3.0,2.0,1.0,1
CPP_positive_446,3.0,0.0,3.0,0.0,1
CPP_positive_447,3.0,1.0,1.0,0.0,1
CPP_positive_448,7.0,1.0,0.0,0.0,1
CPP_positive_449,8.0,2.0,2.0,0.0,1
CPP_negative_450,3.0,1.0,2.0,0.0,0
CPP_positive_451,2.0,1.0,0.0,0.0,1
CPP_negative_452,3.0,0.0,1.0,0.0,0
CPP_negative_453,7.0,0.0,0.0,0.0,0
CPP_positive_454,3.0,0.0,0.0,1.0,1
CPP_positive_455,3.0,0.0,1.0,0.0,1
CPP_negative_456,5.0,0.0,1.0,0.0,0
CPP_negative_457,3.0,0.0,0.0,3.0,0
CPP_positive_458,6.0,3.0,2.0,0.0,1
CPP_negative_459,0.0,4.0,0.0,0.0,0
CPP_negative_460,4.0,0.0,0.0,0.0,0
CPP_negative_461,3.0,1.0,2.0,2.0,0
CPP_negative_462,7.0,1.0,1.0,1.0,0
CPP_positive_463,2.0,0.0,2.0,0.0,1
CPP_positive_464,4.0,0.0,1.0,2.0,1
CPP_positive_465,9.0,2.0,1.0,0.0,1
CPP_negative_466,4.0,0.0,1.0,0.0,0
CPP_negative_467,2.0,1.0,1.0,0.0,0
CPP_negative_468,2.0,0.0,2.0,0.0,0
CPP_negative_469,4.0,0.0,0.0,0.0,0
CPP_positive_470,3.0,1.0,1.0,0.0,1
CPP_positive_471,5.0,2.0,1.0,1.0,1
CPP_positive_472,7.0,0.0,0.0,0.0,1
CPP_positive_473,10.0,2.0,2.0,0.0,1
CPP_negative_474,4.0,3.0,3.0,0.0,0
CPP_negative_475,6.0,2.0,0.0,0.0,0
CPP_negative_476,8.0,2.0,0.0,0.0,0
CPP_positive_477,8.0,0.0,0.0,0.0,1
CPP_negative_478,11.0,1.0,0.0,0.0,0
CPP_positive_479,4.0,2.0,2.0,0.0,1
CPP_negative_480,3.0,0.0,0.0,1.0,0
CPP_positive_481,9.0,2.0,0.0,0.0,1
CPP_positive_482,5.0,1.0,1.0,0.0,1
CPP_negative_483,6.0,1.0,0.0,0.0,0
CPP_positive_484,3.0,2.0,1.0,0.0,1
CPP_negative_485,7.0,1.0,0.0,0.0,0
CPP_negative_486,6.0,3.0,4.0,0.0,0
CPP_negative_487,2.0,1.0,1.0,1.0,0
CPP_negative_488,4.0,0.0,2.0,0.0,0
CPP_negative_489,7.0,1.0,2.0,0.0,0
CPP_positive_490,5.0,3.0,3.0,0.0,1
CPP_negative_491,5.0,1.0,1.0,1.0,0
CPP_negative_492,5.0,1.0,1.0,2.0,0
CPP_positive_493,5.0,1.0,0.0,0.0,1
CPP_negative_494,3.0,1.0,0.0,0.0,0
CPP_negative_495,3.0,0.0,2.0,0.0,0
CPP_negative_496,6.0,0.0,0.0,0.0,0
CPP_negative_497,1.0,2.0,1.0,0.0,0
CPP_positive_498,3.0,0.0,1.0,0.0,1
CPP_positive_499,3.0,2.0,0.0,1.0,1
CPP_positive_500,3.0,0.0,1.0,0.0,1
CPP_positive_501,4.0,3.0,0.0,0.0,1
CPP_positive_502,6.0,2.0,0.0,0.0,1
CPP_positive_503,5.0,1.0,2.0,0.0,1
CPP_positive_504,4.0,1.0,0.0,0.0,1
CPP_negative_505,1.0,4.0,1.0,0.0,0
CPP_positive_506,3.0,0.0,2.0,0.0,1
CPP_positive_507,6.0,1.0,1.0,0.0,1
CPP_positive_508,5.0,0.0,1.0,0.0,1
CPP_positive_509,3.0,0.0,1.0,1.0,1
CPP_positive_510,10.0,0.0,1.0,0.0,1
CPP_negative_511,3.0,0.0,1.0,0.0,0
