name,CTDT_hydrophobicity_PRAM900101.Tr1221,CTDT_hydrophobicity_PRAM900101.Tr1331,CTDT_hydrophobicity_PRAM900101.Tr2332,CTDT_hydrophobicity_ARGP820101.Tr1221,CTDT_hydrophobicity_ARGP820101.Tr1331,CTDT_hydrophobicity_ARGP820101.Tr2332,CTDT_hydrophobicity_ZIMJ680101.Tr1221,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CTDT_hydrophobicity_ZIMJ680101.Tr2332,CTDT_hydrophobicity_PONP930101.Tr1221,CTDT_hydrophobicity_PONP930101.Tr1331,CTDT_hydrophobicity_PONP930101.Tr2332,CTDT_hydrophobicity_CASG920101.Tr1221,CTDT_hydrophobicity_CASG920101.Tr1331,CTDT_hydrophobicity_CASG920101.Tr2332,CTDT_hydrophobicity_ENGD860101.Tr1221,CTDT_hydrophobicity_ENGD860101.Tr1331,CTDT_hydrophobicity_ENGD860101.Tr2332,CTDT_hydrophobicity_FASG890101.Tr1221,CTDT_hydrophobicity_FASG890101.Tr1331,CTDT_hydrophobicity_FASG890101.Tr2332,CTDT_normwaalsvolume.Tr1221,CTDT_normwaalsvolume.Tr1331,CTDT_normwaalsvolume.Tr2332,CTDT_polarity.Tr1221,CTDT_polarity.Tr1331,CTDT_polarity.Tr2332,CTDT_polarizability.Tr1221,CTDT_polarizability.Tr1331,CTDT_polarizability.Tr2332,CTDT_charge.Tr1221,CTDT_charge.Tr1331,CTDT_charge.Tr2332,CTDT_secondarystruct.Tr1221,CTDT_secondarystruct.Tr1331,CTDT_secondarystruct.Tr2332,CTDT_solventaccess.Tr1221,CTDT_solventaccess.Tr1331,CTDT_solventaccess.Tr2332,target
CPP_positive_11,0.0833333333333333,0.1666666666666666,0.75,0.25,0.1666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.1666666666666666,0.0,0.5833333333333334,0.1666666666666666,0.4166666666666667,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.4166666666666667,0.1666666666666666,0.0833333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.0,0.5833333333333334,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.25,0.0833333333333333,0.0,0.0,0.25,0.3333333333333333,0.25,0.25,0.1666666666666666,0.4166666666666667,0.0833333333333333,1
CPP_negative_12,0.4285714285714285,0.2142857142857142,0.1428571428571428,0.4285714285714285,0.0714285714285714,0.2142857142857142,0.3214285714285714,0.1071428571428571,0.1785714285714285,0.3928571428571428,0.25,0.1071428571428571,0.25,0.25,0.0357142857142857,0.3928571428571428,0.25,0.1071428571428571,0.2857142857142857,0.3571428571428571,0.1428571428571428,0.1071428571428571,0.4642857142857143,0.1071428571428571,0.1428571428571428,0.2142857142857142,0.4285714285714285,0.1785714285714285,0.3928571428571428,0.1785714285714285,0.4642857142857143,0.0357142857142857,0.1071428571428571,0.1785714285714285,0.4642857142857143,0.1785714285714285,0.4642857142857143,0.1071428571428571,0.1785714285714285,0
CPP_negative_13,0.125,0.0833333333333333,0.375,0.1666666666666666,0.0833333333333333,0.2916666666666667,0.125,0.25,0.0416666666666666,0.1666666666666666,0.0833333333333333,0.2916666666666667,0.1666666666666666,0.125,0.0833333333333333,0.1666666666666666,0.125,0.25,0.0833333333333333,0.125,0.1666666666666666,0.2083333333333333,0.2083333333333333,0.1666666666666666,0.2916666666666667,0.0833333333333333,0.125,0.2083333333333333,0.2083333333333333,0.1666666666666666,0.2083333333333333,0.0,0.0,0.2083333333333333,0.0833333333333333,0.0833333333333333,0.2083333333333333,0.1666666666666666,0.0,0
CPP_positive_14,0.2,0.2,0.4,0.8,0.0,0.0,0.8,0.0,0.0,0.1,0.5,0.1,0.3,0.3,0.1,0.2,0.2,0.4,0.1,0.4,0.2,0.2,0.3,0.1,0.4,0.2,0.2,0.4,0.3,0.1,0.1,0.1,0.0,0.2,0.2,0.2,0.2,0.2,0.2,1
CPP_negative_15,0.0,0.3529411764705882,0.2941176470588235,0.0,0.0,0.2941176470588235,0.1764705882352941,0.1764705882352941,0.1176470588235294,0.0,0.2941176470588235,0.3529411764705882,0.6470588235294118,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.3529411764705882,0.2941176470588235,0.2941176470588235,0.0,0.3529411764705882,0.2941176470588235,0.3529411764705882,0.0,0.0,0.0,0.3529411764705882,0.3529411764705882,0.0,0.0,0.1764705882352941,0.1764705882352941,0.1176470588235294,0.3529411764705882,0.2941176470588235,0.0,0
CPP_positive_16,0.1666666666666666,0.1666666666666666,0.2916666666666667,0.4166666666666667,0.125,0.0416666666666666,0.4583333333333333,0.0833333333333333,0.0,0.2083333333333333,0.2916666666666667,0.1666666666666666,0.3333333333333333,0.2083333333333333,0.125,0.125,0.2083333333333333,0.25,0.1666666666666666,0.25,0.2916666666666667,0.2083333333333333,0.3333333333333333,0.1666666666666666,0.25,0.2083333333333333,0.125,0.2916666666666667,0.25,0.25,0.0416666666666666,0.0416666666666666,0.2083333333333333,0.25,0.25,0.2083333333333333,0.1666666666666666,0.3333333333333333,0.1666666666666666,1
CPP_positive_17,0.21875,0.21875,0.1875,0.25,0.1875,0.125,0.1875,0.21875,0.09375,0.09375,0.28125,0.1875,0.34375,0.09375,0.21875,0.1875,0.3125,0.09375,0.125,0.3125,0.125,0.3125,0.15625,0.21875,0.09375,0.375,0.1875,0.28125,0.125,0.25,0.0625,0.0,0.3125,0.34375,0.25,0.1875,0.25,0.1875,0.1875,1
CPP_negative_18,0.1818181818181818,0.0,0.6363636363636364,0.1818181818181818,0.2727272727272727,0.3636363636363636,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.4545454545454545,0.1818181818181818,0.5454545454545454,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.0,0.4545454545454545,0.1818181818181818,0.4545454545454545,0.1818181818181818,0.1818181818181818,0.5454545454545454,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.0909090909090909,0.5454545454545454,0.0909090909090909,0
CPP_negative_19,0.25,0.5,0.0833333333333333,0.1666666666666666,0.0,0.3333333333333333,0.25,0.3333333333333333,0.0,0.1666666666666666,0.0,0.5833333333333334,0.4166666666666667,0.1666666666666666,0.1666666666666666,0.25,0.5,0.0833333333333333,0.1666666666666666,0.5833333333333334,0.0,0.0833333333333333,0.25,0.5,0.0833333333333333,0.5,0.25,0.0833333333333333,0.25,0.5,0.75,0.0,0.0,0.75,0.0,0.0,0.5833333333333334,0.0,0.1666666666666666,0
CPP_positive_20,0.1944444444444444,0.4444444444444444,0.1388888888888889,0.3055555555555556,0.2777777777777778,0.1388888888888889,0.3055555555555556,0.2777777777777778,0.0833333333333333,0.0833333333333333,0.5555555555555556,0.0277777777777777,0.25,0.3888888888888889,0.0555555555555555,0.1666666666666666,0.4166666666666667,0.1111111111111111,0.1388888888888889,0.5555555555555556,0.0833333333333333,0.3888888888888889,0.3055555555555556,0.0833333333333333,0.1388888888888889,0.4444444444444444,0.1944444444444444,0.1944444444444444,0.2777777777777778,0.1111111111111111,0.1944444444444444,0.0277777777777777,0.3333333333333333,0.4722222222222222,0.2222222222222222,0.0833333333333333,0.4444444444444444,0.1388888888888889,0.1944444444444444,1
CPP_negative_21,0.125,0.0,0.125,0.1875,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.1875,0.0,0.125,0.0,0.125,0.0625,0.1875,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0
CPP_positive_22,0.1176470588235294,0.4117647058823529,0.2352941176470588,0.1176470588235294,0.4117647058823529,0.2352941176470588,0.1176470588235294,0.4117647058823529,0.2352941176470588,0.0,0.6470588235294118,0.0,0.4117647058823529,0.2352941176470588,0.2941176470588235,0.1176470588235294,0.4117647058823529,0.1176470588235294,0.0588235294117647,0.4705882352941176,0.1764705882352941,0.1764705882352941,0.1176470588235294,0.1764705882352941,0.1176470588235294,0.5294117647058824,0.0,0.1764705882352941,0.1176470588235294,0.1764705882352941,0.1176470588235294,0.0,0.1764705882352941,0.2941176470588235,0.1764705882352941,0.2352941176470588,0.4117647058823529,0.2352941176470588,0.1176470588235294,1
CPP_negative_23,0.4137931034482758,0.0689655172413793,0.4482758620689655,0.4137931034482758,0.0689655172413793,0.4482758620689655,0.0344827586206896,0.4482758620689655,0.0344827586206896,0.4137931034482758,0.0689655172413793,0.4482758620689655,0.4482758620689655,0.0344827586206896,0.0,0.4137931034482758,0.0689655172413793,0.4137931034482758,0.0,0.4827586206896552,0.0,0.7931034482758621,0.0,0.1034482758620689,0.4137931034482758,0.1034482758620689,0.3793103448275862,0.7931034482758621,0.0,0.1034482758620689,0.0,0.0,0.4827586206896552,0.0344827586206896,0.0,0.0,0.4482758620689655,0.0344827586206896,0.0344827586206896,0
CPP_negative_24,0.4,0.05,0.1,0.45,0.05,0.05,0.25,0.05,0.05,0.35,0.1,0.05,0.3,0.05,0.0,0.4,0.05,0.1,0.3,0.25,0.1,0.15,0.3,0.25,0.1,0.05,0.4,0.2,0.3,0.25,0.55,0.0,0.0,0.15,0.2,0.1,0.3,0.05,0.15,0
CPP_negative_25,0.0909090909090909,0.1818181818181818,0.5454545454545454,0.0,0.3636363636363636,0.1818181818181818,0.0,0.4545454545454545,0.0909090909090909,0.0,0.4545454545454545,0.2727272727272727,0.1818181818181818,0.4545454545454545,0.0909090909090909,0.0,0.4545454545454545,0.2727272727272727,0.0909090909090909,0.1818181818181818,0.4545454545454545,0.3636363636363636,0.2727272727272727,0.0,0.5454545454545454,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,0.0,0.1818181818181818,0.1818181818181818,0.3636363636363636,0.1818181818181818,0.2727272727272727,0.0909090909090909,0
CPP_positive_26,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,1
CPP_negative_27,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.2727272727272727,0.0,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,0.4545454545454545,0.0,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.0,0.0,0.4545454545454545,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0909090909090909,0
CPP_positive_28,0.25,0.25,0.15,0.15,0.25,0.25,0.2,0.3,0.2,0.2,0.3,0.1,0.4,0.1,0.05,0.2,0.3,0.1,0.15,0.25,0.25,0.3,0.2,0.15,0.15,0.25,0.35,0.2,0.1,0.25,0.2,0.0,0.2,0.35,0.3,0.1,0.25,0.15,0.25,1
CPP_negative_29,0.1428571428571428,0.3333333333333333,0.1428571428571428,0.1904761904761904,0.0952380952380952,0.3809523809523809,0.3809523809523809,0.0952380952380952,0.2857142857142857,0.0952380952380952,0.2857142857142857,0.1904761904761904,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.1428571428571428,0.0952380952380952,0.3809523809523809,0.1904761904761904,0.0952380952380952,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.3333333333333333,0.1428571428571428,0.0952380952380952,0.0952380952380952,0.4761904761904761,0.3809523809523809,0.0,0.0952380952380952,0.2857142857142857,0.1904761904761904,0.0952380952380952,0.3809523809523809,0.1904761904761904,0.0952380952380952,0
CPP_positive_30,0.2432432432432432,0.2162162162162162,0.2702702702702703,0.2432432432432432,0.2432432432432432,0.2432432432432432,0.2702702702702703,0.3783783783783784,0.054054054054054,0.1621621621621621,0.3243243243243243,0.2162162162162162,0.3513513513513513,0.1351351351351351,0.081081081081081,0.3513513513513513,0.2162162162162162,0.1621621621621621,0.081081081081081,0.3783783783783784,0.1081081081081081,0.2162162162162162,0.2702702702702703,0.1081081081081081,0.2702702702702703,0.2702702702702703,0.1891891891891892,0.3243243243243243,0.2162162162162162,0.1621621621621621,0.1351351351351351,0.027027027027027,0.1621621621621621,0.2432432432432432,0.1351351351351351,0.2162162162162162,0.2162162162162162,0.3243243243243243,0.2432432432432432,1
CPP_negative_31,0.3333333333333333,0.2,0.2,0.1333333333333333,0.0666666666666666,0.4666666666666667,0.0,0.4666666666666667,0.0666666666666666,0.2666666666666666,0.1333333333333333,0.2666666666666666,0.4,0.1333333333333333,0.0,0.2666666666666666,0.2666666666666666,0.1333333333333333,0.2,0.3333333333333333,0.2,0.2666666666666666,0.2666666666666666,0.2,0.2,0.2,0.3333333333333333,0.2666666666666666,0.1333333333333333,0.3333333333333333,0.4666666666666667,0.0,0.0666666666666666,0.1333333333333333,0.2666666666666666,0.1333333333333333,0.3333333333333333,0.2,0.2,0
CPP_positive_32,0.1388888888888889,0.25,0.25,0.1111111111111111,0.2777777777777778,0.3055555555555556,0.1666666666666666,0.3611111111111111,0.1944444444444444,0.0277777777777777,0.4722222222222222,0.0833333333333333,0.25,0.25,0.1944444444444444,0.25,0.25,0.1666666666666666,0.0833333333333333,0.3055555555555556,0.1944444444444444,0.2222222222222222,0.25,0.2777777777777778,0.25,0.3055555555555556,0.0833333333333333,0.1666666666666666,0.2222222222222222,0.3055555555555556,0.1944444444444444,0.0277777777777777,0.0833333333333333,0.3888888888888889,0.0555555555555555,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.1111111111111111,1
CPP_positive_33,0.1111111111111111,0.4444444444444444,0.0555555555555555,0.3333333333333333,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.1111111111111111,0.2777777777777778,0.4444444444444444,0.0555555555555555,0.1111111111111111,0.5,0.0555555555555555,0.1111111111111111,0.3888888888888889,0.1111111111111111,0.0555555555555555,0.5,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.2222222222222222,0.0555555555555555,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.3888888888888889,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1666666666666666,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,1
CPP_negative_34,0.1428571428571428,0.1071428571428571,0.25,0.2142857142857142,0.25,0.1071428571428571,0.1071428571428571,0.25,0.0357142857142857,0.25,0.1071428571428571,0.25,0.1428571428571428,0.2142857142857142,0.1428571428571428,0.1785714285714285,0.0714285714285714,0.2142857142857142,0.1428571428571428,0.1071428571428571,0.25,0.2142857142857142,0.1785714285714285,0.2142857142857142,0.25,0.1071428571428571,0.1428571428571428,0.2142857142857142,0.1785714285714285,0.2142857142857142,0.1071428571428571,0.0,0.2142857142857142,0.2142857142857142,0.25,0.1428571428571428,0.25,0.0714285714285714,0.0,0
CPP_negative_35,0.2272727272727272,0.1818181818181818,0.0454545454545454,0.4545454545454545,0.0909090909090909,0.1818181818181818,0.0454545454545454,0.2727272727272727,0.0,0.3636363636363636,0.0909090909090909,0.2272727272727272,0.2727272727272727,0.0454545454545454,0.0,0.2272727272727272,0.1818181818181818,0.0454545454545454,0.0,0.2272727272727272,0.0909090909090909,0.1363636363636363,0.1818181818181818,0.4090909090909091,0.0909090909090909,0.2272727272727272,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.4090909090909091,0.3181818181818182,0.1818181818181818,0.0909090909090909,0.0454545454545454,0.2727272727272727,0.0909090909090909,0.1818181818181818,0.0454545454545454,0.2272727272727272,0
CPP_positive_36,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,1
CPP_positive_37,0.0769230769230769,0.0,0.2307692307692307,0.2307692307692307,0.0,0.1538461538461538,0.3846153846153846,0.0,0.1538461538461538,0.0769230769230769,0.0,0.2307692307692307,0.2307692307692307,0.0,0.1538461538461538,0.3846153846153846,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,0.1538461538461538,0.3076923076923077,0.3076923076923077,0.2307692307692307,0.0769230769230769,0.1538461538461538,0.3846153846153846,0.3076923076923077,0.3076923076923077,0.2307692307692307,0.0,0.0,0.1538461538461538,0.3076923076923077,0.4615384615384615,0.0,0.0,0.4615384615384615,0.0769230769230769,1
CPP_negative_38,0.25,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.25,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.25,0.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.25,0.0,0.0833333333333333,0.0,0.1666666666666666,0
CPP_positive_39,0.3,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.1,0.3,0.0,0.4,0.0,0.3,0.3,0.2,0.1,0.2,0.2,0.2,0.1,0.3,0.4,0.1,0.2,0.3,0.0,0.2,0.5,0.2,0.0,0.0,0.2,0.3,0.1,0.2,0.3,0.2,1
CPP_negative_40,0.3157894736842105,0.1052631578947368,0.1052631578947368,0.0,0.0,0.1052631578947368,0.3684210526315789,0.1578947368421052,0.0526315789473684,0.0,0.0,0.1052631578947368,0.3157894736842105,0.1052631578947368,0.1052631578947368,0.0526315789473684,0.1578947368421052,0.0526315789473684,0.0,0.4210526315789473,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0,0.0,0.1052631578947368,0.4210526315789473,0.0,0.0,0.2105263157894736,0.0,0.0,0.1052631578947368,0.1052631578947368,0.3157894736842105,0
CPP_negative_41,0.0,0.1333333333333333,0.2666666666666666,0.0,0.0,0.2,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.2666666666666666,0.1333333333333333,0.2666666666666666,0.1333333333333333,0.0,0.0,0.4,0.0,0.0,0.1333333333333333,0.2666666666666666,0.2666666666666666,0.0666666666666666,0.0666666666666666,0.2666666666666666,0.1333333333333333,0.0,0.0,0.0,0.1333333333333333,0.1333333333333333,0.0,0.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.2666666666666666,0.0,0
