name,type3A_T1.G.1_T1.G.1_gap2,type3A_T1.G.1_T1.G.2_gap2,type3A_T1.G.2_T1.G.1_gap2,type3A_T1.G.2_T1.G.2_gap2,target
CPP_positive_160,13.0,2.0,0.0,0.0,1
CPP_positive_161,11.0,0.0,1.0,0.0,1
CPP_negative_162,13.0,0.0,0.0,0.0,0
CPP_negative_163,4.0,0.0,0.0,0.0,0
CPP_positive_164,9.0,0.0,0.0,0.0,1
CPP_positive_165,3.0,1.0,0.0,0.0,1
CPP_positive_166,4.0,0.0,0.0,0.0,1
CPP_positive_167,12.0,1.0,0.0,0.0,1
CPP_negative_168,4.0,0.0,0.0,0.0,0
CPP_negative_169,5.0,0.0,1.0,0.0,0
CPP_positive_170,4.0,0.0,0.0,0.0,1
CPP_negative_171,8.0,0.0,0.0,0.0,0
CPP_negative_172,11.0,0.0,0.0,0.0,0
CPP_negative_173,11.0,0.0,0.0,0.0,0
CPP_positive_174,3.0,1.0,0.0,0.0,1
CPP_positive_175,4.0,0.0,0.0,0.0,1
CPP_negative_176,5.0,0.0,0.0,0.0,0
CPP_positive_177,3.0,1.0,0.0,0.0,1
CPP_positive_178,9.0,1.0,0.0,0.0,1
CPP_positive_179,6.0,0.0,0.0,0.0,1
CPP_positive_180,6.0,1.0,0.0,0.0,1
CPP_negative_181,13.0,0.0,1.0,0.0,0
CPP_negative_182,4.0,0.0,0.0,0.0,0
CPP_positive_183,9.0,0.0,0.0,0.0,1
CPP_positive_184,4.0,0.0,1.0,0.0,1
CPP_positive_185,3.0,0.0,0.0,0.0,1
CPP_negative_186,9.0,0.0,0.0,0.0,0
CPP_positive_187,19.0,0.0,0.0,0.0,1
CPP_positive_188,5.0,1.0,0.0,0.0,1
CPP_positive_189,2.0,0.0,0.0,1.0,1
CPP_negative_190,8.0,0.0,0.0,0.0,0
CPP_negative_191,5.0,0.0,0.0,0.0,0
CPP_positive_192,10.0,0.0,0.0,0.0,1
CPP_positive_193,4.0,0.0,0.0,0.0,1
CPP_positive_194,5.0,0.0,1.0,0.0,1
CPP_positive_195,12.0,0.0,1.0,0.0,1
CPP_positive_196,8.0,0.0,1.0,0.0,1
CPP_negative_197,5.0,0.0,0.0,0.0,0
CPP_positive_198,4.0,0.0,0.0,0.0,1
CPP_positive_199,4.0,0.0,0.0,0.0,1
CPP_negative_200,6.0,0.0,0.0,0.0,0
CPP_negative_201,5.0,0.0,0.0,0.0,0
CPP_positive_202,9.0,0.0,0.0,0.0,1
CPP_positive_203,6.0,0.0,0.0,0.0,1
CPP_positive_204,6.0,0.0,0.0,0.0,1
CPP_positive_205,6.0,0.0,0.0,0.0,1
CPP_positive_206,8.0,0.0,2.0,0.0,1
CPP_negative_207,6.0,0.0,0.0,0.0,0
CPP_positive_208,7.0,1.0,1.0,0.0,1
CPP_negative_209,5.0,0.0,0.0,0.0,0
CPP_positive_210,4.0,0.0,1.0,0.0,1
CPP_positive_211,9.0,0.0,1.0,0.0,1
CPP_negative_212,10.0,0.0,0.0,0.0,0
CPP_negative_213,4.0,0.0,1.0,0.0,0
CPP_negative_214,3.0,1.0,1.0,0.0,0
CPP_negative_215,5.0,0.0,0.0,0.0,0
CPP_positive_216,4.0,0.0,0.0,0.0,1
CPP_positive_217,6.0,0.0,1.0,0.0,1
CPP_negative_218,3.0,0.0,1.0,0.0,0
CPP_positive_219,5.0,1.0,0.0,0.0,1
CPP_positive_220,5.0,0.0,0.0,0.0,1
CPP_negative_221,7.0,0.0,0.0,0.0,0
CPP_negative_222,4.0,1.0,0.0,0.0,0
CPP_positive_223,5.0,0.0,0.0,0.0,1
CPP_negative_224,5.0,1.0,0.0,0.0,0
CPP_negative_225,6.0,0.0,0.0,0.0,0
CPP_negative_226,4.0,0.0,0.0,0.0,0
CPP_negative_227,13.0,0.0,0.0,0.0,0
CPP_negative_228,7.0,0.0,0.0,0.0,0
CPP_positive_229,5.0,1.0,0.0,0.0,1
CPP_negative_230,7.0,0.0,0.0,0.0,0
CPP_negative_231,4.0,0.0,0.0,0.0,0
CPP_positive_232,2.0,1.0,1.0,0.0,1
CPP_negative_233,6.0,0.0,0.0,0.0,0
CPP_positive_234,5.0,0.0,0.0,0.0,1
CPP_positive_235,6.0,0.0,0.0,1.0,1
CPP_positive_236,7.0,0.0,2.0,0.0,1
CPP_positive_237,3.0,0.0,0.0,0.0,1
CPP_positive_238,6.0,0.0,0.0,0.0,1
CPP_negative_239,8.0,1.0,0.0,0.0,0
CPP_positive_240,7.0,2.0,0.0,1.0,1
CPP_negative_241,7.0,0.0,0.0,0.0,0
CPP_negative_242,4.0,0.0,0.0,0.0,0
CPP_positive_243,3.0,2.0,0.0,0.0,1
CPP_negative_244,3.0,1.0,0.0,0.0,0
CPP_negative_245,7.0,0.0,0.0,0.0,0
CPP_negative_246,4.0,0.0,0.0,0.0,0
CPP_negative_247,6.0,0.0,0.0,0.0,0
CPP_positive_248,2.0,1.0,1.0,0.0,1
CPP_negative_249,4.0,0.0,0.0,0.0,0
CPP_positive_250,4.0,0.0,1.0,0.0,1
CPP_positive_251,6.0,0.0,0.0,0.0,1
CPP_negative_252,5.0,0.0,0.0,0.0,0
CPP_negative_253,7.0,0.0,0.0,0.0,0
CPP_negative_254,8.0,0.0,0.0,0.0,0
CPP_negative_255,5.0,0.0,0.0,0.0,0
CPP_negative_256,4.0,0.0,0.0,0.0,0
CPP_negative_257,3.0,0.0,1.0,0.0,0
CPP_negative_258,5.0,0.0,0.0,0.0,0
CPP_positive_259,8.0,0.0,0.0,0.0,1
CPP_positive_260,12.0,0.0,0.0,0.0,1
CPP_positive_261,9.0,0.0,0.0,0.0,1
CPP_negative_262,9.0,1.0,0.0,0.0,0
CPP_positive_263,5.0,0.0,1.0,0.0,1
CPP_positive_264,5.0,0.0,0.0,0.0,1
CPP_negative_265,7.0,0.0,0.0,0.0,0
CPP_positive_266,6.0,0.0,0.0,0.0,1
CPP_positive_267,6.0,1.0,0.0,0.0,1
CPP_positive_268,4.0,0.0,0.0,0.0,1
CPP_negative_269,6.0,0.0,0.0,0.0,0
CPP_negative_270,13.0,0.0,0.0,0.0,0
CPP_negative_271,4.0,0.0,0.0,0.0,0
CPP_negative_272,4.0,0.0,1.0,0.0,0
CPP_positive_273,3.0,0.0,0.0,0.0,1
CPP_negative_274,7.0,0.0,1.0,0.0,0
CPP_negative_275,5.0,0.0,1.0,0.0,0
CPP_negative_276,10.0,0.0,0.0,0.0,0
CPP_negative_277,2.0,1.0,1.0,0.0,0
CPP_positive_278,4.0,1.0,2.0,0.0,1
CPP_positive_279,3.0,0.0,1.0,0.0,1
CPP_positive_280,3.0,0.0,0.0,0.0,1
CPP_positive_281,6.0,0.0,0.0,0.0,1
CPP_negative_282,4.0,1.0,0.0,0.0,0
CPP_positive_283,4.0,0.0,2.0,0.0,1
CPP_negative_284,4.0,0.0,0.0,0.0,0
CPP_positive_285,9.0,0.0,0.0,0.0,1
CPP_negative_286,4.0,1.0,0.0,0.0,0
CPP_positive_287,5.0,0.0,0.0,0.0,1
CPP_negative_288,14.0,0.0,0.0,0.0,0
CPP_positive_289,4.0,0.0,0.0,0.0,1
CPP_negative_290,9.0,0.0,1.0,0.0,0
CPP_positive_291,5.0,0.0,0.0,0.0,1
CPP_negative_292,5.0,1.0,0.0,0.0,0
CPP_negative_293,5.0,0.0,1.0,0.0,0
CPP_positive_294,4.0,0.0,1.0,0.0,1
CPP_positive_295,2.0,1.0,0.0,0.0,1
CPP_positive_296,6.0,0.0,0.0,0.0,1
CPP_negative_297,4.0,1.0,0.0,0.0,0
CPP_positive_298,11.0,1.0,0.0,0.0,1
CPP_positive_299,4.0,0.0,0.0,0.0,1
CPP_negative_300,6.0,0.0,0.0,0.0,0
CPP_negative_301,5.0,1.0,0.0,0.0,0
CPP_positive_302,4.0,0.0,0.0,0.0,1
CPP_positive_303,5.0,0.0,0.0,0.0,1
CPP_positive_304,5.0,0.0,0.0,0.0,1
CPP_positive_305,8.0,1.0,0.0,0.0,1
CPP_negative_306,6.0,0.0,0.0,0.0,0
CPP_negative_307,4.0,0.0,0.0,0.0,0
CPP_positive_308,8.0,0.0,0.0,0.0,1
CPP_negative_309,3.0,1.0,0.0,0.0,0
CPP_negative_310,8.0,0.0,1.0,0.0,0
CPP_positive_311,3.0,0.0,0.0,0.0,1
CPP_positive_312,4.0,1.0,0.0,0.0,1
CPP_negative_313,4.0,0.0,0.0,0.0,0
CPP_positive_314,3.0,0.0,1.0,0.0,1
CPP_positive_315,4.0,0.0,2.0,0.0,1
CPP_positive_316,10.0,0.0,0.0,0.0,1
CPP_positive_317,5.0,0.0,0.0,0.0,1
CPP_negative_318,9.0,0.0,0.0,0.0,0
CPP_negative_319,4.0,0.0,0.0,0.0,0
CPP_negative_320,4.0,0.0,0.0,0.0,0
CPP_negative_321,8.0,0.0,0.0,0.0,0
CPP_positive_322,8.0,1.0,0.0,0.0,1
CPP_negative_323,9.0,1.0,1.0,0.0,0
CPP_positive_324,6.0,0.0,0.0,0.0,1
CPP_negative_325,8.0,0.0,0.0,0.0,0
CPP_positive_326,6.0,1.0,1.0,0.0,1
CPP_positive_327,12.0,1.0,0.0,0.0,1
CPP_negative_328,4.0,0.0,0.0,0.0,0
CPP_positive_329,7.0,0.0,0.0,0.0,1
CPP_positive_330,8.0,0.0,0.0,0.0,1
CPP_negative_331,4.0,0.0,0.0,0.0,0
CPP_positive_332,8.0,0.0,0.0,0.0,1
CPP_negative_333,4.0,0.0,0.0,0.0,0
CPP_positive_334,5.0,0.0,0.0,0.0,1
CPP_negative_335,6.0,0.0,0.0,0.0,0
CPP_negative_336,5.0,1.0,1.0,0.0,0
CPP_positive_337,8.0,0.0,0.0,0.0,1
CPP_positive_338,10.0,1.0,0.0,0.0,1
CPP_positive_339,4.0,0.0,0.0,0.0,1
CPP_negative_340,7.0,0.0,0.0,0.0,0
CPP_negative_341,4.0,0.0,0.0,0.0,0
CPP_negative_342,9.0,0.0,0.0,0.0,0
CPP_negative_343,6.0,0.0,0.0,0.0,0
CPP_positive_344,6.0,0.0,0.0,0.0,1
CPP_negative_345,10.0,0.0,0.0,0.0,0
CPP_negative_346,0.0,2.0,3.0,0.0,0
CPP_positive_347,5.0,0.0,0.0,0.0,1
CPP_positive_348,5.0,0.0,0.0,0.0,1
CPP_negative_349,14.0,0.0,0.0,0.0,0
CPP_negative_350,8.0,0.0,0.0,0.0,0
CPP_positive_351,5.0,0.0,0.0,0.0,1
CPP_positive_352,8.0,0.0,0.0,0.0,1
CPP_positive_353,6.0,0.0,0.0,0.0,1
CPP_positive_354,8.0,1.0,0.0,0.0,1
CPP_negative_355,4.0,0.0,0.0,0.0,0
CPP_positive_356,5.0,0.0,0.0,0.0,1
CPP_negative_357,7.0,0.0,0.0,0.0,0
CPP_negative_358,3.0,1.0,1.0,0.0,0
CPP_negative_359,4.0,0.0,0.0,0.0,0
CPP_positive_360,9.0,0.0,0.0,0.0,1
CPP_positive_361,4.0,0.0,0.0,0.0,1
CPP_positive_362,12.0,0.0,0.0,0.0,1
CPP_negative_363,17.0,0.0,0.0,0.0,0
CPP_negative_364,4.0,0.0,0.0,0.0,0
CPP_positive_365,4.0,0.0,0.0,0.0,1
CPP_positive_366,3.0,0.0,0.0,0.0,1
CPP_positive_367,6.0,0.0,0.0,0.0,1
CPP_positive_368,6.0,0.0,0.0,0.0,1
CPP_positive_369,3.0,0.0,1.0,0.0,1
CPP_positive_370,5.0,0.0,0.0,0.0,1
CPP_positive_371,6.0,0.0,1.0,0.0,1
CPP_positive_372,10.0,0.0,0.0,0.0,1
CPP_negative_373,5.0,0.0,0.0,0.0,0
CPP_positive_374,5.0,0.0,1.0,0.0,1
CPP_positive_375,8.0,0.0,1.0,0.0,1
CPP_negative_376,5.0,0.0,0.0,0.0,0
CPP_negative_377,4.0,0.0,0.0,0.0,0
CPP_negative_378,16.0,0.0,0.0,0.0,0
CPP_positive_379,7.0,0.0,0.0,0.0,1
CPP_positive_380,8.0,0.0,2.0,1.0,1
CPP_positive_381,3.0,0.0,0.0,0.0,1
CPP_positive_382,6.0,1.0,0.0,0.0,1
CPP_negative_383,13.0,0.0,0.0,0.0,0
CPP_positive_384,6.0,0.0,0.0,0.0,1
CPP_negative_385,7.0,0.0,0.0,0.0,0
CPP_positive_386,4.0,0.0,0.0,0.0,1
CPP_positive_387,6.0,0.0,0.0,0.0,1
CPP_positive_388,9.0,0.0,0.0,0.0,1
CPP_negative_389,6.0,0.0,0.0,0.0,0
CPP_positive_390,6.0,0.0,0.0,0.0,1
CPP_negative_391,4.0,0.0,0.0,0.0,0
CPP_negative_392,4.0,0.0,0.0,0.0,0
CPP_positive_393,6.0,0.0,0.0,0.0,1
CPP_negative_394,9.0,0.0,0.0,0.0,0
CPP_positive_395,7.0,0.0,0.0,0.0,1
CPP_positive_396,4.0,0.0,0.0,0.0,1
CPP_positive_397,5.0,0.0,0.0,0.0,1
CPP_positive_398,6.0,0.0,0.0,0.0,1
CPP_positive_399,7.0,0.0,1.0,0.0,1
CPP_positive_400,4.0,0.0,0.0,0.0,1
CPP_positive_401,4.0,0.0,0.0,0.0,1
CPP_positive_402,9.0,0.0,0.0,0.0,1
CPP_positive_403,3.0,1.0,0.0,0.0,1
CPP_positive_404,9.0,0.0,0.0,0.0,1
CPP_negative_405,9.0,0.0,0.0,0.0,0
CPP_negative_406,6.0,0.0,0.0,0.0,0
CPP_positive_407,4.0,0.0,0.0,0.0,1
CPP_negative_408,10.0,0.0,0.0,0.0,0
CPP_negative_409,11.0,0.0,0.0,0.0,0
CPP_negative_410,7.0,0.0,0.0,0.0,0
CPP_positive_411,4.0,1.0,0.0,0.0,1
CPP_positive_412,12.0,0.0,0.0,0.0,1
CPP_negative_413,9.0,0.0,0.0,0.0,0
CPP_positive_414,6.0,0.0,0.0,0.0,1
CPP_positive_415,4.0,0.0,0.0,0.0,1
CPP_positive_416,6.0,0.0,0.0,0.0,1
CPP_positive_417,11.0,0.0,0.0,0.0,1
CPP_negative_418,5.0,0.0,0.0,0.0,0
CPP_positive_419,12.0,0.0,1.0,0.0,1
CPP_positive_420,7.0,0.0,0.0,0.0,1
CPP_positive_421,5.0,1.0,0.0,0.0,1
CPP_positive_422,5.0,1.0,0.0,0.0,1
CPP_negative_423,5.0,0.0,0.0,0.0,0
CPP_negative_424,6.0,0.0,0.0,0.0,0
CPP_positive_425,3.0,1.0,0.0,0.0,1
CPP_positive_426,8.0,1.0,1.0,0.0,1
CPP_negative_427,5.0,0.0,3.0,0.0,0
CPP_negative_428,5.0,1.0,0.0,0.0,0
CPP_negative_429,10.0,0.0,0.0,0.0,0
CPP_positive_430,5.0,0.0,0.0,0.0,1
CPP_positive_431,4.0,0.0,2.0,0.0,1
CPP_positive_432,4.0,0.0,0.0,0.0,1
CPP_negative_433,9.0,0.0,0.0,0.0,0
CPP_positive_434,4.0,0.0,0.0,0.0,1
CPP_positive_435,4.0,1.0,0.0,0.0,1
CPP_positive_436,10.0,0.0,0.0,0.0,1
CPP_negative_437,4.0,0.0,0.0,0.0,0
CPP_positive_438,16.0,3.0,0.0,0.0,1
CPP_negative_439,12.0,0.0,0.0,0.0,0
CPP_negative_440,12.0,0.0,0.0,0.0,0
CPP_negative_441,5.0,0.0,1.0,0.0,0
CPP_positive_442,7.0,0.0,0.0,0.0,1
CPP_positive_443,9.0,2.0,0.0,0.0,1
CPP_negative_444,4.0,0.0,0.0,0.0,0
CPP_positive_445,10.0,2.0,0.0,0.0,1
CPP_positive_446,5.0,0.0,1.0,0.0,1
CPP_positive_447,5.0,0.0,0.0,0.0,1
CPP_positive_448,8.0,0.0,0.0,0.0,1
CPP_positive_449,9.0,1.0,2.0,0.0,1
CPP_negative_450,6.0,0.0,0.0,0.0,0
CPP_positive_451,2.0,1.0,0.0,0.0,1
CPP_negative_452,4.0,0.0,0.0,0.0,0
CPP_negative_453,7.0,0.0,0.0,0.0,0
CPP_positive_454,3.0,0.0,0.0,1.0,1
CPP_positive_455,3.0,0.0,1.0,0.0,1
CPP_negative_456,6.0,0.0,0.0,0.0,0
CPP_negative_457,6.0,0.0,0.0,0.0,0
CPP_positive_458,11.0,0.0,0.0,0.0,1
CPP_negative_459,0.0,4.0,0.0,0.0,0
CPP_negative_460,4.0,0.0,0.0,0.0,0
CPP_negative_461,7.0,1.0,0.0,0.0,0
CPP_negative_462,10.0,0.0,0.0,0.0,0
CPP_positive_463,4.0,0.0,0.0,0.0,1
CPP_positive_464,7.0,0.0,0.0,0.0,1
CPP_positive_465,10.0,1.0,1.0,0.0,1
CPP_negative_466,5.0,0.0,0.0,0.0,0
CPP_negative_467,3.0,1.0,0.0,0.0,0
CPP_negative_468,4.0,0.0,0.0,0.0,0
CPP_negative_469,4.0,0.0,0.0,0.0,0
CPP_positive_470,5.0,0.0,0.0,0.0,1
CPP_positive_471,7.0,1.0,1.0,0.0,1
CPP_positive_472,7.0,0.0,0.0,0.0,1
CPP_positive_473,14.0,0.0,0.0,0.0,1
CPP_negative_474,10.0,0.0,0.0,0.0,0
CPP_negative_475,6.0,2.0,0.0,0.0,0
CPP_negative_476,9.0,1.0,0.0,0.0,0
CPP_positive_477,8.0,0.0,0.0,0.0,1
CPP_negative_478,12.0,0.0,0.0,0.0,0
CPP_positive_479,5.0,2.0,1.0,0.0,1
CPP_negative_480,4.0,0.0,0.0,0.0,0
CPP_positive_481,10.0,1.0,0.0,0.0,1
CPP_positive_482,6.0,0.0,1.0,0.0,1
CPP_negative_483,7.0,0.0,0.0,0.0,0
CPP_positive_484,6.0,0.0,0.0,0.0,1
CPP_negative_485,8.0,0.0,0.0,0.0,0
CPP_negative_486,13.0,0.0,0.0,0.0,0
CPP_negative_487,2.0,1.0,1.0,1.0,0
CPP_negative_488,6.0,0.0,0.0,0.0,0
CPP_negative_489,10.0,0.0,0.0,0.0,0
CPP_positive_490,10.0,1.0,0.0,0.0,1
CPP_negative_491,8.0,0.0,0.0,0.0,0
CPP_negative_492,9.0,0.0,0.0,0.0,0
CPP_positive_493,6.0,0.0,0.0,0.0,1
CPP_negative_494,3.0,1.0,0.0,0.0,0
CPP_negative_495,5.0,0.0,0.0,0.0,0
CPP_negative_496,6.0,0.0,0.0,0.0,0
CPP_negative_497,2.0,1.0,1.0,0.0,0
CPP_positive_498,4.0,0.0,0.0,0.0,1
CPP_positive_499,4.0,1.0,0.0,1.0,1
CPP_positive_500,4.0,0.0,0.0,0.0,1
CPP_positive_501,7.0,0.0,0.0,0.0,1
CPP_positive_502,8.0,0.0,0.0,0.0,1
CPP_positive_503,8.0,0.0,0.0,0.0,1
CPP_positive_504,5.0,0.0,0.0,0.0,1
CPP_negative_505,6.0,0.0,0.0,0.0,0
CPP_positive_506,4.0,0.0,1.0,0.0,1
CPP_positive_507,8.0,0.0,0.0,0.0,1
CPP_positive_508,6.0,0.0,0.0,0.0,1
CPP_positive_509,4.0,1.0,0.0,0.0,1
CPP_positive_510,10.0,0.0,1.0,0.0,1
CPP_negative_511,4.0,0.0,0.0,0.0,0
