name,type2_T1.G.1_T1.G.1_gap2,type2_T1.G.1_T1.G.2_gap2,type2_T1.G.2_T1.G.1_gap2,type2_T1.G.2_T1.G.2_gap2,target
CPP_positive_268,3.0,0.0,0.0,1.0,1
CPP_negative_269,2.0,2.0,2.0,0.0,0
CPP_negative_270,5.0,1.0,0.0,7.0,0
CPP_negative_271,0.0,2.0,1.0,1.0,0
CPP_negative_272,0.0,3.0,0.0,2.0,0
CPP_positive_273,2.0,0.0,0.0,1.0,1
CPP_negative_274,4.0,0.0,1.0,3.0,0
CPP_negative_275,0.0,2.0,3.0,1.0,0
CPP_negative_276,3.0,2.0,1.0,4.0,0
CPP_negative_277,2.0,2.0,0.0,0.0,0
CPP_positive_278,5.0,0.0,1.0,1.0,1
CPP_positive_279,1.0,1.0,2.0,0.0,1
CPP_positive_280,3.0,0.0,0.0,0.0,1
CPP_positive_281,3.0,3.0,0.0,0.0,1
CPP_negative_282,0.0,1.0,4.0,0.0,0
CPP_positive_283,3.0,1.0,2.0,0.0,1
CPP_negative_284,0.0,2.0,1.0,1.0,0
CPP_positive_285,5.0,2.0,2.0,0.0,1
CPP_negative_286,1.0,1.0,2.0,1.0,0
CPP_positive_287,0.0,2.0,1.0,2.0,1
CPP_negative_288,8.0,2.0,3.0,1.0,0
CPP_positive_289,2.0,0.0,2.0,0.0,1
CPP_negative_290,1.0,5.0,4.0,0.0,0
CPP_positive_291,1.0,0.0,2.0,2.0,1
CPP_negative_292,5.0,0.0,1.0,0.0,0
CPP_negative_293,3.0,2.0,1.0,0.0,0
CPP_positive_294,3.0,2.0,0.0,0.0,1
CPP_positive_295,1.0,0.0,1.0,1.0,1
CPP_positive_296,2.0,2.0,2.0,0.0,1
CPP_negative_297,2.0,0.0,2.0,1.0,0
CPP_positive_298,5.0,3.0,4.0,0.0,1
CPP_positive_299,2.0,1.0,1.0,0.0,1
CPP_negative_300,1.0,1.0,1.0,3.0,0
CPP_negative_301,0.0,1.0,3.0,2.0,0
CPP_positive_302,0.0,2.0,1.0,1.0,1
CPP_positive_303,1.0,1.0,1.0,2.0,1
CPP_positive_304,2.0,1.0,2.0,0.0,1
CPP_positive_305,3.0,4.0,1.0,1.0,1
CPP_negative_306,2.0,1.0,2.0,1.0,0
CPP_negative_307,0.0,0.0,2.0,2.0,0
CPP_positive_308,5.0,0.0,2.0,1.0,1
CPP_negative_309,1.0,1.0,2.0,0.0,0
CPP_negative_310,6.0,0.0,1.0,2.0,0
CPP_positive_311,0.0,0.0,2.0,1.0,1
CPP_positive_312,4.0,1.0,0.0,0.0,1
CPP_negative_313,2.0,0.0,2.0,0.0,0
CPP_positive_314,2.0,2.0,0.0,0.0,1
CPP_positive_315,3.0,2.0,0.0,1.0,1
CPP_positive_316,4.0,2.0,2.0,2.0,1
CPP_positive_317,1.0,1.0,3.0,0.0,1
CPP_negative_318,5.0,0.0,3.0,1.0,0
CPP_negative_319,2.0,0.0,2.0,0.0,0
CPP_negative_320,2.0,0.0,2.0,0.0,0
CPP_negative_321,2.0,1.0,0.0,5.0,0
CPP_positive_322,3.0,3.0,2.0,1.0,1
CPP_negative_323,6.0,1.0,0.0,4.0,0
CPP_positive_324,2.0,4.0,0.0,0.0,1
CPP_negative_325,5.0,1.0,2.0,0.0,0
CPP_positive_326,1.0,5.0,2.0,0.0,1
CPP_positive_327,6.0,0.0,1.0,6.0,1
CPP_negative_328,2.0,2.0,0.0,0.0,0
CPP_positive_329,4.0,1.0,0.0,2.0,1
CPP_positive_330,4.0,3.0,0.0,1.0,1
CPP_negative_331,1.0,1.0,2.0,0.0,0
CPP_positive_332,4.0,2.0,2.0,0.0,1
CPP_negative_333,1.0,1.0,0.0,2.0,0
CPP_positive_334,2.0,0.0,2.0,1.0,1
CPP_negative_335,1.0,2.0,0.0,3.0,0
CPP_negative_336,3.0,1.0,2.0,1.0,0
CPP_positive_337,0.0,2.0,5.0,1.0,1
CPP_positive_338,4.0,2.0,4.0,1.0,1
CPP_positive_339,1.0,1.0,0.0,2.0,1
CPP_negative_340,4.0,0.0,1.0,2.0,0
CPP_negative_341,0.0,2.0,0.0,2.0,0
CPP_negative_342,3.0,3.0,3.0,0.0,0
CPP_negative_343,3.0,0.0,2.0,1.0,0
CPP_positive_344,4.0,2.0,0.0,0.0,1
CPP_negative_345,5.0,3.0,1.0,1.0,0
CPP_negative_346,0.0,3.0,2.0,0.0,0
CPP_positive_347,0.0,2.0,2.0,1.0,1
CPP_positive_348,1.0,1.0,3.0,0.0,1
CPP_negative_349,3.0,2.0,2.0,7.0,0
CPP_negative_350,0.0,2.0,2.0,4.0,0
CPP_positive_351,3.0,2.0,0.0,0.0,1
CPP_positive_352,3.0,2.0,1.0,2.0,1
CPP_positive_353,3.0,0.0,2.0,1.0,1
CPP_positive_354,5.0,2.0,1.0,1.0,1
CPP_negative_355,2.0,0.0,1.0,1.0,0
CPP_positive_356,1.0,0.0,4.0,0.0,1
CPP_negative_357,2.0,0.0,3.0,2.0,0
CPP_negative_358,2.0,1.0,1.0,1.0,0
CPP_negative_359,0.0,1.0,1.0,2.0,0
CPP_positive_360,6.0,0.0,2.0,1.0,1
CPP_positive_361,1.0,1.0,2.0,0.0,1
CPP_positive_362,4.0,3.0,4.0,1.0,1
CPP_negative_363,7.0,4.0,4.0,2.0,0
CPP_negative_364,2.0,0.0,2.0,0.0,0
CPP_positive_365,2.0,0.0,2.0,0.0,1
CPP_positive_366,2.0,0.0,1.0,0.0,1
CPP_positive_367,1.0,2.0,1.0,2.0,1
CPP_positive_368,2.0,3.0,1.0,0.0,1
CPP_positive_369,0.0,1.0,2.0,1.0,1
CPP_positive_370,2.0,1.0,1.0,1.0,1
CPP_positive_371,4.0,2.0,0.0,1.0,1
CPP_positive_372,3.0,4.0,1.0,2.0,1
CPP_negative_373,1.0,1.0,3.0,0.0,0
CPP_positive_374,0.0,4.0,1.0,1.0,1
CPP_positive_375,4.0,2.0,3.0,0.0,1
CPP_negative_376,1.0,1.0,1.0,2.0,0
CPP_negative_377,0.0,1.0,1.0,2.0,0
CPP_negative_378,11.0,0.0,1.0,4.0,0
CPP_positive_379,4.0,2.0,0.0,1.0,1
CPP_positive_380,6.0,3.0,2.0,0.0,1
CPP_positive_381,2.0,0.0,1.0,0.0,1
CPP_positive_382,3.0,0.0,2.0,2.0,1
CPP_negative_383,7.0,1.0,4.0,1.0,0
CPP_positive_384,4.0,1.0,0.0,1.0,1
CPP_negative_385,2.0,3.0,0.0,2.0,0
CPP_positive_386,0.0,1.0,1.0,2.0,1
CPP_positive_387,3.0,0.0,2.0,1.0,1
CPP_positive_388,3.0,4.0,1.0,1.0,1
CPP_negative_389,6.0,0.0,0.0,0.0,0
CPP_positive_390,2.0,2.0,2.0,0.0,1
CPP_negative_391,2.0,2.0,0.0,0.0,0
CPP_negative_392,2.0,1.0,0.0,1.0,0
CPP_positive_393,1.0,3.0,1.0,1.0,1
CPP_negative_394,6.0,1.0,1.0,1.0,0
CPP_positive_395,4.0,0.0,3.0,0.0,1
CPP_positive_396,1.0,1.0,1.0,1.0,1
CPP_positive_397,1.0,2.0,2.0,0.0,1
CPP_positive_398,3.0,1.0,1.0,1.0,1
CPP_positive_399,4.0,2.0,2.0,0.0,1
CPP_positive_400,4.0,0.0,0.0,0.0,1
CPP_positive_401,2.0,0.0,2.0,0.0,1
CPP_positive_402,6.0,1.0,1.0,1.0,1
CPP_positive_403,1.0,1.0,2.0,0.0,1
CPP_positive_404,4.0,3.0,2.0,0.0,1
CPP_negative_405,1.0,2.0,3.0,3.0,0
CPP_negative_406,3.0,3.0,0.0,0.0,0
CPP_positive_407,1.0,2.0,0.0,1.0,1
CPP_negative_408,7.0,0.0,0.0,3.0,0
CPP_negative_409,2.0,4.0,3.0,2.0,0
CPP_negative_410,1.0,2.0,2.0,2.0,0
CPP_positive_411,0.0,2.0,2.0,1.0,1
CPP_positive_412,6.0,3.0,3.0,0.0,1
CPP_negative_413,2.0,0.0,1.0,6.0,0
CPP_positive_414,3.0,2.0,0.0,1.0,1
CPP_positive_415,3.0,0.0,1.0,0.0,1
CPP_positive_416,3.0,1.0,1.0,1.0,1
CPP_positive_417,4.0,4.0,3.0,0.0,1
CPP_negative_418,1.0,2.0,1.0,1.0,0
CPP_positive_419,6.0,3.0,2.0,2.0,1
CPP_positive_420,5.0,1.0,1.0,0.0,1
CPP_positive_421,2.0,1.0,2.0,1.0,1
CPP_positive_422,4.0,1.0,1.0,0.0,1
CPP_negative_423,1.0,2.0,0.0,2.0,0
CPP_negative_424,0.0,1.0,4.0,1.0,0
CPP_positive_425,3.0,0.0,1.0,0.0,1
CPP_positive_426,4.0,1.0,3.0,2.0,1
CPP_negative_427,2.0,2.0,2.0,2.0,0
CPP_negative_428,2.0,3.0,1.0,0.0,0
CPP_negative_429,0.0,10.0,0.0,0.0,0
CPP_positive_430,2.0,2.0,0.0,1.0,1
CPP_positive_431,1.0,4.0,1.0,0.0,1
CPP_positive_432,2.0,0.0,0.0,2.0,1
CPP_negative_433,6.0,1.0,0.0,2.0,0
CPP_positive_434,1.0,1.0,2.0,0.0,1
CPP_positive_435,1.0,1.0,2.0,1.0,1
CPP_positive_436,4.0,2.0,0.0,4.0,1
CPP_negative_437,2.0,1.0,1.0,0.0,0
CPP_positive_438,10.0,3.0,4.0,2.0,1
CPP_negative_439,9.0,2.0,1.0,0.0,0
CPP_negative_440,3.0,3.0,1.0,5.0,0
CPP_negative_441,3.0,2.0,1.0,0.0,0
CPP_positive_442,5.0,1.0,0.0,1.0,1
CPP_positive_443,5.0,2.0,3.0,1.0,1
CPP_negative_444,0.0,2.0,1.0,1.0,0
CPP_positive_445,6.0,3.0,2.0,1.0,1
CPP_positive_446,3.0,2.0,1.0,0.0,1
CPP_positive_447,3.0,0.0,2.0,0.0,1
CPP_positive_448,1.0,2.0,1.0,4.0,1
CPP_positive_449,4.0,2.0,4.0,2.0,1
CPP_negative_450,3.0,1.0,2.0,0.0,0
CPP_positive_451,2.0,1.0,0.0,0.0,1
CPP_negative_452,2.0,0.0,1.0,1.0,0
CPP_negative_453,3.0,1.0,0.0,3.0,0
CPP_positive_454,2.0,1.0,0.0,1.0,1
CPP_positive_455,2.0,0.0,1.0,1.0,1
CPP_negative_456,0.0,3.0,0.0,3.0,0
CPP_negative_457,6.0,0.0,0.0,0.0,0
CPP_positive_458,4.0,2.0,4.0,1.0,1
CPP_negative_459,0.0,0.0,4.0,0.0,0
CPP_negative_460,1.0,0.0,0.0,3.0,0
CPP_negative_461,4.0,2.0,2.0,0.0,0
CPP_negative_462,2.0,1.0,0.0,7.0,0
CPP_positive_463,1.0,3.0,0.0,0.0,1
CPP_positive_464,4.0,1.0,2.0,0.0,1
CPP_positive_465,5.0,3.0,2.0,2.0,1
CPP_negative_466,0.0,1.0,1.0,3.0,0
CPP_negative_467,0.0,1.0,3.0,0.0,0
CPP_negative_468,2.0,1.0,0.0,1.0,0
CPP_negative_469,3.0,1.0,0.0,0.0,0
CPP_positive_470,1.0,2.0,2.0,0.0,1
CPP_positive_471,6.0,1.0,1.0,1.0,1
CPP_positive_472,2.0,1.0,2.0,2.0,1
CPP_positive_473,5.0,1.0,4.0,4.0,1
CPP_negative_474,0.0,3.0,3.0,4.0,0
CPP_negative_475,4.0,0.0,1.0,3.0,0
CPP_negative_476,7.0,1.0,1.0,1.0,0
CPP_positive_477,3.0,0.0,3.0,2.0,1
CPP_negative_478,2.0,5.0,3.0,2.0,0
CPP_positive_479,4.0,0.0,3.0,1.0,1
CPP_negative_480,2.0,0.0,0.0,2.0,0
CPP_positive_481,3.0,1.0,7.0,0.0,1
CPP_positive_482,1.0,3.0,3.0,0.0,1
CPP_negative_483,4.0,2.0,1.0,0.0,0
CPP_positive_484,3.0,1.0,2.0,0.0,1
CPP_negative_485,4.0,0.0,3.0,1.0,0
CPP_negative_486,0.0,4.0,3.0,6.0,0
CPP_negative_487,1.0,1.0,1.0,2.0,0
CPP_negative_488,3.0,2.0,0.0,1.0,0
CPP_negative_489,4.0,2.0,0.0,4.0,0
CPP_positive_490,7.0,2.0,2.0,0.0,1
CPP_negative_491,3.0,2.0,1.0,2.0,0
CPP_negative_492,7.0,1.0,0.0,1.0,0
CPP_positive_493,2.0,2.0,1.0,1.0,1
CPP_negative_494,2.0,1.0,1.0,0.0,0
CPP_negative_495,1.0,2.0,1.0,1.0,0
CPP_negative_496,4.0,1.0,1.0,0.0,0
CPP_negative_497,3.0,1.0,0.0,0.0,0
CPP_positive_498,1.0,2.0,0.0,1.0,1
CPP_positive_499,4.0,0.0,2.0,0.0,1
CPP_positive_500,0.0,3.0,1.0,0.0,1
CPP_positive_501,3.0,1.0,1.0,2.0,1
CPP_positive_502,3.0,2.0,1.0,2.0,1
CPP_positive_503,4.0,2.0,0.0,2.0,1
CPP_positive_504,0.0,0.0,2.0,3.0,1
CPP_negative_505,3.0,1.0,2.0,0.0,0
CPP_positive_506,3.0,0.0,1.0,1.0,1
CPP_positive_507,2.0,0.0,6.0,0.0,1
CPP_positive_508,1.0,4.0,1.0,0.0,1
CPP_positive_509,2.0,0.0,2.0,1.0,1
CPP_positive_510,4.0,5.0,1.0,1.0,1
CPP_negative_511,1.0,0.0,2.0,1.0,0
CPP_positive_512,4.0,0.0,1.0,1.0,1
