name,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3,target
CPP_positive_11,0.1538461538461538,0.3846153846153846,0.4615384615384615,0.2307692307692307,0.3076923076923077,0.4615384615384614,0.4615384615384615,0.2307692307692307,0.3076923076923076,0.3846153846153846,0.0769230769230769,0.5384615384615385,0.3846153846153846,0.4615384615384615,0.1538461538461538,0.3846153846153846,0.3076923076923077,0.3076923076923077,0.2307692307692307,0.1538461538461538,0.6153846153846153,0.3076923076923077,0.3846153846153846,0.3076923076923076,0.5384615384615384,0.3076923076923077,0.1538461538461538,0.1538461538461538,0.5384615384615384,0.3076923076923077,0.0,0.8461538461538461,0.1538461538461538,0.3846153846153846,0.3846153846153846,0.2307692307692307,0.4615384615384615,0.1538461538461538,0.3846153846153846,1
CPP_negative_12,0.4137931034482758,0.3793103448275862,0.206896551724138,0.3448275862068966,0.4137931034482758,0.2413793103448275,0.4482758620689655,0.3103448275862069,0.2413793103448275,0.5172413793103449,0.2758620689655172,0.2068965517241379,0.7241379310344828,0.1379310344827586,0.1379310344827586,0.5517241379310345,0.2413793103448276,0.2068965517241379,0.4137931034482758,0.3103448275862069,0.2758620689655173,0.4482758620689655,0.1724137931034483,0.3793103448275862,0.2068965517241379,0.3448275862068966,0.4482758620689655,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.2758620689655172,0.6551724137931034,0.0689655172413793,0.4482758620689655,0.1724137931034483,0.3793103448275862,0.3448275862068966,0.4137931034482758,0.2413793103448275,0
CPP_negative_13,0.4,0.36,0.24,0.2,0.52,0.28,0.68,0.08,0.2399999999999999,0.16,0.56,0.2799999999999999,0.56,0.32,0.1199999999999999,0.44,0.36,0.2,0.4,0.16,0.4399999999999999,0.32,0.2,0.4799999999999999,0.28,0.32,0.3999999999999999,0.32,0.2,0.4799999999999999,0.36,0.64,0.0,0.68,0.2,0.1199999999999999,0.52,0.4,0.0799999999999999,0
CPP_positive_14,0.4545454545454545,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.4545454545454545,5.551115123125783e-17,0.6363636363636364,0.3636363636363636,0.0,0.6363636363636364,0.0909090909090909,0.2727272727272727,0.6363636363636364,0.1818181818181818,0.1818181818181818,0.4545454545454545,0.2727272727272727,0.2727272727272727,0.4545454545454545,0.1818181818181818,0.3636363636363636,0.6363636363636364,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.2727272727272727,0.4545454545454546,0.4545454545454545,0.3636363636363636,0.1818181818181817,0.0909090909090909,0.7272727272727273,0.1818181818181817,0.3636363636363636,0.2727272727272727,0.3636363636363636,0.2727272727272727,0.4545454545454545,0.2727272727272727,1
CPP_negative_15,0.1666666666666666,0.5,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.1666666666666666,0.1666666666666666,0.6666666666666667,0.5,0.1666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,5.551115123125783e-17,0.6666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.5,0.1666666666666667,0.0,0.8333333333333334,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.1666666666666666,0.5000000000000001,0.3333333333333333,0.1666666666666666,0.5000000000000001,0
CPP_positive_16,0.32,0.36,0.3199999999999999,0.56,0.36,0.0799999999999999,0.6,0.36,0.04,0.48,0.2,0.32,0.6,0.24,0.16,0.4,0.32,0.2799999999999999,0.32,0.28,0.3999999999999999,0.44,0.24,0.32,0.32,0.28,0.3999999999999999,0.36,0.32,0.32,0.04,0.8,0.1599999999999999,0.36,0.28,0.36,0.32,0.32,0.3599999999999999,1
CPP_positive_17,0.3636363636363636,0.303030303030303,0.3333333333333333,0.4242424242424242,0.3636363636363636,0.212121212121212,0.5454545454545454,0.2424242424242424,0.2121212121212121,0.3939393939393939,0.2424242424242424,0.3636363636363636,0.4545454545454545,0.3939393939393939,0.1515151515151515,0.4848484848484848,0.1818181818181818,0.3333333333333333,0.3333333333333333,0.1212121212121212,0.5454545454545455,0.3333333333333333,0.4545454545454545,0.2121212121212122,0.3636363636363636,0.1818181818181818,0.4545454545454545,0.303030303030303,0.4848484848484848,0.2121212121212121,0.0303030303030303,0.7878787878787878,0.1818181818181818,0.4545454545454545,0.303030303030303,0.2424242424242423,0.4242424242424242,0.3636363636363636,0.212121212121212,1
CPP_negative_18,0.0833333333333333,0.5,0.4166666666666666,0.25,0.25,0.5,0.4166666666666667,0.1666666666666666,0.4166666666666666,0.4166666666666667,0.1666666666666666,0.4166666666666666,0.4166666666666667,0.5,0.0833333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.25,0.1666666666666666,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.1666666666666665,0.4166666666666667,0.4166666666666667,0.1666666666666665,0.25,0.5833333333333334,0.1666666666666666,0.0,1.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.5,0.0833333333333333,0.4166666666666667,0
CPP_negative_19,0.3846153846153846,0.1538461538461538,0.4615384615384615,0.0769230769230769,0.6153846153846154,0.3076923076923077,0.5384615384615384,0.1538461538461538,0.3076923076923077,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.3846153846153846,0.1538461538461538,0.3846153846153846,0.1538461538461538,0.4615384615384615,0.3846153846153846,0.0769230769230769,0.5384615384615385,0.1538461538461538,0.3846153846153846,0.4615384615384615,0.4615384615384615,0.1538461538461538,0.3846153846153846,0.1538461538461538,0.3846153846153846,0.4615384615384615,0.3846153846153846,0.6153846153846154,0.0,0.6153846153846154,0.3846153846153846,-5.551115123125783e-17,0.5384615384615384,0.3846153846153846,0.0769230769230769,0
CPP_positive_20,0.4324324324324324,0.1891891891891892,0.3783783783783783,0.4324324324324324,0.2972972972972973,0.2702702702702702,0.5405405405405406,0.2432432432432432,0.2162162162162161,0.5675675675675675,0.054054054054054,0.3783783783783784,0.5675675675675675,0.1621621621621621,0.2702702702702703,0.4594594594594595,0.2162162162162162,0.3243243243243243,0.4594594594594595,0.1081081081081081,0.4324324324324324,0.3783783783783784,0.3243243243243243,0.2972972972972972,0.3783783783783784,0.1891891891891892,0.4324324324324324,0.2702702702702703,0.4324324324324324,0.2972972972972972,0.1081081081081081,0.6486486486486487,0.2432432432432432,0.4594594594594595,0.3783783783783784,0.1621621621621621,0.4054054054054054,0.4324324324324324,0.162162162162162,1
CPP_negative_21,0.4705882352941176,0.1176470588235294,0.4117647058823529,0.1176470588235294,0.5294117647058824,0.3529411764705882,0.5882352941176471,0.0588235294117647,0.3529411764705882,0.0,0.5882352941176471,0.4117647058823529,0.5882352941176471,0.0,0.4117647058823529,0.4705882352941176,0.1176470588235294,0.4117647058823529,0.4705882352941176,0.1176470588235294,0.4117647058823529,0.1764705882352941,0.0,0.8235294117647058,0.4117647058823529,0.1176470588235294,0.4705882352941176,0.1176470588235294,0.0588235294117647,0.8235294117647058,0.4705882352941176,0.5294117647058824,0.0,0.4705882352941176,0.4117647058823529,0.1176470588235294,0.5294117647058824,0.4705882352941176,0.0,0
CPP_positive_22,0.3333333333333333,0.1666666666666666,0.5000000000000001,0.3333333333333333,0.1666666666666666,0.5000000000000001,0.3888888888888889,0.1666666666666666,0.4444444444444445,0.3888888888888889,0.0,0.6111111111111112,0.3888888888888889,0.3333333333333333,0.2777777777777778,0.4444444444444444,0.1111111111111111,0.4444444444444445,0.2777777777777778,0.1111111111111111,0.6111111111111112,0.1666666666666666,0.4444444444444444,0.3888888888888889,0.6111111111111112,0.0555555555555555,0.3333333333333332,0.1666666666666666,0.4444444444444444,0.3888888888888889,0.0555555555555555,0.8333333333333334,0.111111111111111,0.2222222222222222,0.5,0.2777777777777778,0.5,0.3333333333333333,0.1666666666666666,1
CPP_negative_23,0.2333333333333333,0.5,0.2666666666666666,0.2333333333333333,0.5,0.2666666666666666,0.7333333333333333,0.0333333333333333,0.2333333333333334,0.2333333333333333,0.5,0.2666666666666666,0.2333333333333333,0.7333333333333333,0.0333333333333333,0.2666666666666666,0.5,0.2333333333333334,0.2333333333333333,0.0,0.7666666666666666,0.4666666666666667,0.4666666666666667,0.0666666666666666,0.2666666666666666,0.4666666666666667,0.2666666666666667,0.4666666666666667,0.4666666666666667,0.0666666666666666,0.0,0.7666666666666667,0.2333333333333332,0.9666666666666668,0.0333333333333333,-6.938893903907228e-18,0.7333333333333333,0.2333333333333333,0.0333333333333333,0
CPP_negative_24,0.5714285714285714,0.3333333333333333,0.0952380952380952,0.2857142857142857,0.6666666666666666,0.0476190476190476,0.7619047619047619,0.1904761904761904,0.0476190476190476,0.3809523809523809,0.5238095238095238,0.0952380952380952,0.7142857142857143,0.238095238095238,0.0476190476190476,0.5714285714285714,0.3333333333333333,0.0952380952380952,0.4761904761904761,0.238095238095238,0.2857142857142857,0.3809523809523809,0.1904761904761904,0.4285714285714286,0.0952380952380952,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.238095238095238,0.4285714285714286,0.4285714285714285,0.5714285714285714,0.0,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.5714285714285714,0.0952380952380953,0
CPP_negative_25,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.1666666666666666,0.5000000000000001,0.4166666666666667,0.0833333333333333,0.4999999999999999,0.5,0.1666666666666666,0.3333333333333333,0.5833333333333334,0.1666666666666666,0.2499999999999999,0.5,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.1666666666666666,0.5833333333333334,0.25,0.0833333333333333,0.9166666666666666,0.0,0.3333333333333333,0.25,0.4166666666666667,0.5,0.3333333333333333,0.1666666666666666,0
CPP_positive_26,0.2,0.5,0.3,0.3,0.6,0.0999999999999999,0.6,0.3,0.1,0.4,0.3,0.3,0.5,0.4,0.0999999999999999,0.3,0.4,0.2999999999999999,0.2,0.3,0.5,0.6,0.2,0.2,0.3,0.5,0.1999999999999999,0.4,0.4,0.1999999999999999,0.1,0.9,0.0,0.4,0.3,0.3,0.4,0.2,0.3999999999999999,1
CPP_negative_27,0.25,0.1666666666666666,0.5833333333333334,0.0833333333333333,0.3333333333333333,0.5833333333333333,0.1666666666666666,0.25,0.5833333333333334,0.25,0.1666666666666666,0.5833333333333334,0.3333333333333333,0.25,0.4166666666666667,0.3333333333333333,0.0833333333333333,0.5833333333333334,0.3333333333333333,0.0,0.6666666666666667,0.0833333333333333,0.5,0.4166666666666666,0.5833333333333334,0.0833333333333333,0.3333333333333333,0.0833333333333333,0.5,0.4166666666666666,0.25,0.75,0.0,0.5,0.4166666666666667,0.0833333333333333,0.5833333333333334,0.25,0.1666666666666666,0
CPP_positive_28,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333334,0.3809523809523809,0.2857142857142857,0.3333333333333333,0.5238095238095238,0.1428571428571428,0.3333333333333333,0.6190476190476191,0.2857142857142857,0.0952380952380952,0.5238095238095238,0.1428571428571428,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.380952380952381,0.3333333333333333,0.3809523809523809,0.2857142857142858,0.3333333333333333,0.2857142857142857,0.380952380952381,0.1904761904761904,0.5238095238095238,0.2857142857142857,0.1428571428571428,0.7619047619047619,0.0952380952380953,0.4285714285714285,0.238095238095238,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333334,1
CPP_negative_29,0.4090909090909091,0.1818181818181818,0.409090909090909,0.1818181818181818,0.5909090909090909,0.2272727272727271,0.4090909090909091,0.4090909090909091,0.1818181818181817,0.3636363636363636,0.2272727272727272,0.409090909090909,0.5,0.3181818181818182,0.1818181818181818,0.4545454545454545,0.1818181818181818,0.3636363636363636,0.3636363636363636,0.1363636363636363,0.5,0.2727272727272727,0.2727272727272727,0.4545454545454546,0.4090909090909091,0.1818181818181818,0.409090909090909,0.1363636363636363,0.4090909090909091,0.4545454545454545,0.2727272727272727,0.6818181818181818,0.0454545454545455,0.6363636363636364,0.2272727272727272,0.1363636363636363,0.4545454545454545,0.4090909090909091,0.1363636363636363,0
CPP_positive_30,0.2631578947368421,0.3947368421052631,0.3421052631578948,0.3157894736842105,0.4210526315789473,0.2631578947368421,0.5263157894736842,0.2631578947368421,0.2105263157894737,0.4210526315789473,0.1842105263157894,0.3947368421052631,0.4473684210526316,0.4473684210526316,0.1052631578947367,0.3947368421052631,0.3157894736842105,0.2894736842105263,0.3157894736842105,0.131578947368421,0.5526315789473685,0.4210526315789473,0.2631578947368421,0.3157894736842105,0.3947368421052631,0.3157894736842105,0.2894736842105263,0.3421052631578947,0.3421052631578947,0.3157894736842105,0.0789473684210526,0.8157894736842105,0.1052631578947368,0.5,0.2631578947368421,0.2368421052631579,0.3684210526315789,0.2631578947368421,0.3684210526315789,1
CPP_negative_31,0.3125,0.375,0.3125,0.1875,0.375,0.4375,0.5,0.0625,0.4375,0.375,0.3125,0.3125,0.5625,0.3125,0.125,0.4375,0.25,0.3125,0.375,0.1875,0.4375,0.375,0.3125,0.3125,0.3125,0.375,0.3125,0.25,0.4375,0.3125,0.25,0.6875,0.0625,0.625,0.1875,0.1875,0.4375,0.3125,0.25,0
CPP_positive_32,0.2972972972972973,0.2432432432432432,0.4594594594594594,0.2702702702702703,0.2432432432432432,0.4864864864864864,0.4054054054054054,0.1891891891891892,0.4054054054054053,0.4324324324324324,0.054054054054054,0.5135135135135135,0.4324324324324324,0.3243243243243243,0.2432432432432432,0.4054054054054054,0.2162162162162162,0.3783783783783783,0.2432432432432432,0.1891891891891892,0.5675675675675675,0.2702702702702703,0.4054054054054054,0.3243243243243243,0.5135135135135135,0.1891891891891892,0.2972972972972973,0.1891891891891892,0.4864864864864865,0.3243243243243242,0.1081081081081081,0.8378378378378378,0.054054054054054,0.4054054054054054,0.3783783783783784,0.2162162162162161,0.4864864864864865,0.2972972972972973,0.2162162162162161,1
CPP_positive_33,0.4210526315789473,0.1578947368421052,0.4210526315789474,0.2631578947368421,0.4210526315789473,0.3157894736842106,0.4736842105263157,0.3157894736842105,0.2105263157894737,0.4210526315789473,0.1578947368421052,0.4210526315789474,0.5263157894736842,0.1052631578947368,0.368421052631579,0.5263157894736842,0.1578947368421052,0.3157894736842105,0.4210526315789473,0.1052631578947368,0.4736842105263158,0.2631578947368421,0.2105263157894736,0.5263157894736843,0.4210526315789473,0.1052631578947368,0.4736842105263158,0.1052631578947368,0.3684210526315789,0.5263157894736843,0.2105263157894736,0.631578947368421,0.1578947368421053,0.4736842105263157,0.4210526315789473,0.1052631578947369,0.3684210526315789,0.4210526315789473,0.2105263157894736,1
CPP_negative_34,0.4137931034482758,0.3103448275862069,0.2758620689655173,0.4137931034482758,0.3448275862068966,0.2413793103448276,0.7241379310344828,0.0689655172413793,0.2068965517241379,0.2068965517241379,0.5172413793103449,0.2758620689655172,0.6551724137931034,0.1379310344827586,0.2068965517241379,0.4137931034482758,0.3448275862068966,0.2413793103448276,0.3793103448275862,0.2758620689655172,0.3448275862068966,0.3448275862068966,0.2758620689655172,0.3793103448275862,0.2758620689655172,0.3103448275862069,0.4137931034482758,0.3448275862068966,0.2758620689655172,0.3793103448275862,0.2413793103448276,0.6551724137931034,0.1034482758620689,0.4827586206896552,0.2068965517241379,0.3103448275862068,0.5517241379310345,0.4137931034482758,0.0344827586206896,0
CPP_negative_35,0.6521739130434783,0.217391304347826,0.1304347826086956,0.3478260869565217,0.5217391304347826,0.1304347826086956,0.8260869565217391,0.0434782608695652,0.1304347826086956,0.3043478260869565,0.5217391304347826,0.1739130434782608,0.782608695652174,0.1739130434782608,0.0434782608695651,0.6956521739130435,0.1739130434782608,0.1304347826086956,0.7391304347826086,0.0434782608695652,0.2173913043478261,0.2608695652173913,0.2608695652173913,0.4782608695652173,0.1739130434782608,0.1739130434782608,0.6521739130434783,0.217391304347826,0.3043478260869565,0.4782608695652174,0.4347826086956521,0.4347826086956521,0.1304347826086957,0.7391304347826086,0.0869565217391304,0.1739130434782609,0.217391304347826,0.6521739130434783,0.1304347826086956,0
CPP_positive_36,0.3,0.4,0.2999999999999999,0.4,0.2,0.3999999999999999,0.4,0.2,0.3999999999999999,0.4,0.1,0.5,0.4,0.4,0.1999999999999999,0.6,0.1,0.3,0.2,0.2,0.6000000000000001,0.3,0.3,0.3999999999999999,0.5,0.1,0.4,0.2,0.4,0.4,0.0,0.9,0.0999999999999999,0.3,0.5,0.1999999999999999,0.3,0.3,0.3999999999999999,1
CPP_positive_37,0.2142857142857142,0.5714285714285714,0.2142857142857143,0.4285714285714285,0.5,0.0714285714285714,0.5714285714285714,0.3571428571428571,0.0714285714285714,0.2857142857142857,0.5,0.2142857142857143,0.4285714285714285,0.5,0.0714285714285714,0.4285714285714285,0.3571428571428571,0.2142857142857142,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.2142857142857142,0.3571428571428571,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.9285714285714286,0.0714285714285714,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.4285714285714285,0.2142857142857142,0.3571428571428571,1
CPP_negative_38,0.7692307692307693,0.2307692307692307,-5.551115123125783e-17,0.1538461538461538,0.6923076923076923,0.1538461538461538,0.8461538461538461,0.0,0.1538461538461538,0.2307692307692307,0.7692307692307693,-1.1102230246251563e-16,1.0,0.0,0.0,0.9230769230769232,0.0769230769230769,-5.551115123125783e-17,0.7692307692307693,0.2307692307692307,-5.551115123125783e-17,0.2307692307692307,0.0769230769230769,0.6923076923076923,0.0,0.2307692307692307,0.7692307692307692,0.0769230769230769,0.2307692307692307,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.0,0.7692307692307693,0.0,0.2307692307692307,0.0769230769230769,0.7692307692307693,0.1538461538461538,0
CPP_positive_39,0.1818181818181818,0.4545454545454545,0.3636363636363636,0.1818181818181818,0.3636363636363636,0.4545454545454545,0.2727272727272727,0.3636363636363636,0.3636363636363636,0.2727272727272727,0.1818181818181818,0.5454545454545454,0.3636363636363636,0.4545454545454545,0.1818181818181818,0.5454545454545454,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.6363636363636362,0.1818181818181818,0.3636363636363636,0.4545454545454545,0.5454545454545454,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.4545454545454545,0.4545454545454545,0.0909090909090909,0.9090909090909092,0.0,0.2727272727272727,0.5454545454545454,0.1818181818181818,0.4545454545454545,0.1818181818181818,0.3636363636363636,1
CPP_negative_40,0.45,0.25,0.3,0.0,0.75,0.25,0.5,0.3,0.2,0.0,0.65,0.35,0.45,0.35,0.2,0.7,0.05,0.25,0.45,0.0,0.55,0.1,0.1,0.8,0.35,0.0,0.65,0.0,0.2,0.8,0.45,0.55,0.0,0.75,0.25,0.0,0.3,0.45,0.2499999999999999,0
