name,type5_T1.G.1_T1.G.1_gap2,type5_T1.G.1_T1.G.2_gap2,type5_T1.G.1_T1.G.3_gap2,type5_T1.G.2_T1.G.1_gap2,type5_T1.G.2_T1.G.2_gap2,type5_T1.G.2_T1.G.3_gap2,type5_T1.G.3_T1.G.1_gap2,type5_T1.G.3_T1.G.2_gap2,type5_T1.G.3_T1.G.3_gap2,target
CPP_negative_64,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0
CPP_positive_65,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
CPP_negative_66,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CPP_positive_67,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_68,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_70,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_71,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_negative_72,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_73,3.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0
CPP_negative_74,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_75,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_76,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1
CPP_negative_77,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0
CPP_negative_78,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_79,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_80,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_81,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1
CPP_negative_82,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_83,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_84,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1
CPP_negative_85,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0
CPP_negative_86,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_negative_87,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0
CPP_negative_88,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
CPP_positive_89,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_90,10.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1
CPP_positive_91,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_92,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0
CPP_negative_93,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_negative_94,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_95,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0
CPP_negative_96,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0
CPP_positive_97,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_98,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_99,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_100,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
CPP_positive_101,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
CPP_negative_102,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0
CPP_positive_103,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_104,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0
CPP_positive_105,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_106,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CPP_positive_107,7.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_108,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_109,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0
CPP_negative_110,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0
CPP_negative_111,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_112,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_113,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
CPP_positive_114,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_115,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_116,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_117,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0
CPP_positive_118,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_119,6.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1
CPP_negative_120,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_positive_121,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
CPP_positive_122,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_123,4.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0
CPP_negative_124,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0
CPP_positive_125,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_126,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_positive_127,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_128,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_129,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_130,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_131,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
CPP_negative_132,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0
CPP_positive_133,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_134,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_135,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CPP_positive_136,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_137,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1
CPP_negative_138,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_139,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_140,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0
CPP_negative_141,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_142,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
CPP_positive_143,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_144,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_145,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_146,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_147,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
CPP_positive_148,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_149,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0
CPP_negative_150,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_151,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_152,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_negative_153,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0
CPP_negative_154,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0
CPP_negative_155,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0
CPP_positive_156,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_157,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_158,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_159,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0
CPP_positive_160,11.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_161,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1
CPP_negative_162,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0
CPP_negative_163,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_164,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_165,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_166,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_167,8.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1
CPP_negative_168,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CPP_negative_169,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_positive_170,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_171,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_172,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_173,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0
CPP_positive_174,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_175,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_176,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0
CPP_positive_177,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_178,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_179,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_180,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_181,5.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0
CPP_negative_182,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_183,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_184,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_185,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_186,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
CPP_positive_187,16.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_188,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_189,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
CPP_negative_190,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
CPP_negative_191,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_positive_192,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_193,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_194,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_195,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_196,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_197,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_198,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_199,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_200,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_negative_201,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
CPP_positive_202,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_203,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_204,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CPP_positive_205,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_206,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_207,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_208,4.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1
CPP_negative_209,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
CPP_positive_210,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_211,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_212,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_213,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_214,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_215,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_216,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_217,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_218,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_219,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_220,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_221,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_222,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_positive_223,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_224,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_negative_225,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_negative_226,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_negative_227,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0
CPP_negative_228,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_229,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1
CPP_negative_230,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_231,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_232,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_233,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_positive_234,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1
CPP_positive_235,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1
CPP_positive_236,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
CPP_positive_237,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_238,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_239,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_240,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
CPP_negative_241,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_242,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_positive_243,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_244,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_245,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0
CPP_negative_246,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_247,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
CPP_positive_248,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_249,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_250,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_251,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_252,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_253,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_negative_254,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_negative_255,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0
CPP_negative_256,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_257,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_negative_258,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_positive_259,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_260,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_261,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1
CPP_negative_262,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_263,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
CPP_positive_264,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_265,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_266,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_267,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_268,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_269,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_negative_270,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0
CPP_negative_271,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0
CPP_negative_272,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0
CPP_positive_273,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
CPP_negative_274,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0
CPP_negative_275,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0
CPP_negative_276,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
CPP_negative_277,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPP_positive_278,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_279,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_positive_280,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_positive_281,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CPP_negative_282,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0
CPP_positive_283,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_284,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
CPP_positive_285,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_286,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0
CPP_positive_287,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CPP_negative_288,10.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
CPP_positive_289,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
